"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.501544417E0,-4.198438248E-1,1.235379258E0,-2.321949216E0,2.663433669E0
8.511551417E0,-2.040640256E-1,1.980570055E0,-4.361730516E-1,2.038270542E0
8.521557417E0,1.959135917E-1,2.939478924E0,9.817311358E-1,3.105272049E0
8.531564417E0,6.125604513E-1,3.905492744E0,1.952939476E0,4.409317008E0
8.541571417E0,1.007881346E0,4.527195609E0,2.330127132E0,5.190454445E0
8.551577417E0,1.040161192E0,4.186973612E0,1.792011384E0,4.671615153E0
8.561584417E0,1.370998408E0,3.500698775E0,3.157215786E-1,3.772825024E0
8.571591417E0,1.677692471E0,4.384187917E0,-1.032852173E-2,4.694237147E0
8.581598417E0,2.420647585E0,4.579131163E0,6.746845595E-1,5.223329991E0
8.591604417E0,4.037208585E0,2.008254867E0,8.961724106E-1,4.597310710E0
8.601611417E0,5.678592478E0,-2.442554471E0,1.135883621E0,6.285118652E0
8.611618417E0,6.166784699E0,-7.830772465E0,-3.198770486E-2,9.967509927E0
8.621624417E0,6.607558340E0,-1.154549571E1,-5.284504469E-1,1.331305969E1
8.631631417E0,6.185695764E0,-1.264808177E1,-1.285744396E0,1.413824399E1
8.641638292E0,3.971668899E0,-1.014442331E1,-2.040825759E0,1.108370191E1
8.651645292E0,1.350911176E0,-5.663672723E0,-1.458762338E0,6.002510914E0
8.661651292E0,-3.725044745E-1,-2.143201588E0,-9.782531389E-1,2.385173334E0
8.671658292E0,-1.628879622E0,2.106342494E-1,-2.040678263E-1,1.655070780E0
8.681665292E0,-2.421335510E0,1.400346168E0,6.976628745E-1,2.882805670E0
8.691672292E0,-2.383396436E0,1.898277512E0,1.088997138E0,3.235730342E0
8.701678292E0,-1.601166743E0,1.932411218E0,1.194765083E0,2.779462476E0
8.711685292E0,-7.420233607E-1,1.320035246E0,1.479326703E0,2.116955175E0
8.721692292E0,-3.000060171E-1,6.827793717E-1,2.070630186E0,2.200840896E0
8.731698292E0,1.016743094E-1,4.362584209E-1,2.866410363E0,2.901201034E0
8.741705292E0,3.750605848E-1,2.966877222E-1,3.688589402E0,3.719460421E0
8.751712292E0,2.898915035E-1,7.658039868E-2,4.140943161E0,4.151784183E0
8.761719292E0,2.591389498E-1,5.847858846E-2,4.168317486E0,4.176774282E0
8.771725292E0,4.304550594E-1,2.244658381E-1,3.806164630E0,3.836999565E0
8.781732292E0,2.299733305E-1,2.321297836E-1,3.325468247E0,3.341483358E0
8.791739292E0,-3.251879284E-1,7.459117591E-2,2.872802247E0,2.892110610E0
8.801745292E0,-5.753353223E-1,-2.005320150E-1,2.484766398E0,2.558376023E0
8.811752292E0,-6.721985427E-1,-5.698561889E-1,1.866560021E0,2.064130148E0
8.821759292E0,-6.663484034E-1,-1.179346560E0,1.202623887E0,1.811403521E0
8.831766292E0,-7.084910408E-1,-1.947993463E0,5.969833227E-1,2.157087660E0
8.841772292E0,-8.251932791E-1,-2.537172360E0,4.023514406E-1,2.698161266E0
8.851779292E0,-8.095803362E-1,-2.764355400E0,7.194120316E-1,2.968945060E0
8.861786292E0,-5.766506535E-1,-2.551277014E0,7.538886769E-1,2.722111040E0
8.871792292E0,-4.267818385E-1,-1.996780291E0,3.508608596E-1,2.071805399E0
8.881799292E0,-4.844704682E-1,-1.373030316E0,-4.780098796E-5,1.455995839E0
8.891806292E0,-5.032438311E-1,-8.585092521E-1,-2.863822970E-1,1.035522723E0
8.901813292E0,-4.795228466E-1,-5.410259074E-1,-6.066030157E-1,9.437258137E-1
8.911819292E0,-6.187833506E-1,-2.019879717E-1,-8.902021842E-1,1.102792775E0
8.921826292E0,-8.118119261E-1,3.005281734E-1,-1.204567209E0,1.483353615E0
8.931833292E0,-1.083559519E0,7.812833208E-1,-1.505943521E0,2.013050110E0
8.941840292E0,-1.548260844E0,1.109353049E0,-1.957933145E0,2.731534006E0
8.951846292E0,-2.041197203E0,1.165748860E0,-2.865862771E0,3.706565236E0
8.961853292E0,-2.408055314E0,1.006399369E0,-3.607837307E0,4.452870998E0
8.971860292E0,-2.512284564E0,7.410714340E-1,-3.770517372E0,4.591030587E0
8.981866292E0,-2.234717529E0,6.244171429E-1,-3.056983985E0,3.837839273E0
8.991873292E0,-1.670502149E0,6.446490937E-1,-2.030295947E0,2.707074346E0
9.001880292E0,-9.664921224E-1,5.861629039E-1,-1.080921109E0,1.563996297E0
9.011887292E0,2.421799779E-2,5.357037717E-1,-2.289114761E-1,5.830656107E-1
9.021893292E0,7.233496928E-1,2.398668194E-1,1.142205338E-1,7.705953539E-1
9.031900292E0,7.728136289E-1,-1.865828973E-1,1.766477470E-1,8.144068450E-1
9.041907292E0,9.431231403E-1,-5.230416262E-1,2.601028633E-1,1.109372480E0
9.051913292E0,1.103411694E0,-7.422239202E-1,3.992630875E-1,1.388461280E0
9.061920292E0,1.172697691E0,-8.974043459E-1,5.018394761E-1,1.559614470E0
9.071927292E0,1.198691196E0,-1.033024081E0,4.991569197E-1,1.659263983E0
9.081934292E0,1.089674245E0,-9.780538219E-1,1.853450418E-1,1.475917350E0
9.091940292E0,1.088619407E0,-7.871884239E-1,-5.315889399E-1,1.444764559E0
9.101947292E0,1.059867186E0,-5.064963448E-1,-1.556635080E0,1.950120451E0
9.111954292E0,1.090472682E0,-9.811335504E-2,-2.362063308E0,2.603478437E0
9.121960292E0,1.247305824E0,9.199658275E-2,-2.657870586E0,2.937432764E0
9.131967292E0,1.361863596E0,-7.629213095E-2,-2.307781413E0,2.680736464E0
9.141974292E0,1.701233068E0,-1.841446084E-1,-1.603198943E0,2.344856081E0
9.151981292E0,2.034974304E0,-1.928353250E-1,-1.004748262E0,2.277679729E0
9.161987292E0,1.803499701E0,-2.876280463E-1,-4.476942591E-1,1.880364649E0
9.171994292E0,1.347928219E0,-7.381349623E-2,-1.541336279E-1,1.358718547E0
9.182001292E0,8.441657397E-1,2.763177770E-1,-3.592631623E-2,8.889645720E-1
9.192007292E0,4.744533107E-1,5.633418059E-1,4.084725983E-1,8.422053181E-1
9.202014292E0,3.566921416E-1,8.903297997E-1,1.227832257E0,1.558039950E0
9.212021292E0,1.488084224E-1,1.089964267E0,1.740539660E0,2.059039669E0
9.222028292E0,-9.443457931E-2,1.179955840E0,1.965312477E0,2.294268250E0
9.232034292E0,-2.697896531E-1,1.112318172E0,1.912604506E0,2.228922199E0
9.242041292E0,-4.528569120E-1,1.138448210E0,1.595110928E0,2.011348449E0
9.252048292E0,-6.894454899E-1,1.159471289E0,1.222354585E0,1.820400913E0
9.262055292E0,-6.308236447E-1,1.197388144E0,8.551004715E-1,1.600897765E0
9.272061292E0,-5.680175319E-1,1.040538923E0,3.704466932E-1,1.242012850E0
9.282068292E0,-6.669264007E-1,5.913985008E-1,-2.278097145E-1,9.200218892E-1
9.292075292E0,-7.820703560E-1,3.917634487E-3,-6.970981796E-1,1.047661807E0
9.302081292E0,-7.090301540E-1,-4.596250641E-1,-1.094255977E0,1.382524901E0
9.312088292E0,-4.045904857E-1,-6.507880855E-1,-1.366013511E0,1.566273126E0
9.322095292E0,-2.072305852E-1,-5.466351414E-1,-1.098884779E0,1.244709706E0
9.332102292E0,-2.852859440E-1,-2.595210654E-1,-3.435296206E-1,5.164802547E-1
9.342108292E0,-4.747617513E-1,2.304048550E-1,4.858917801E-1,7.173394871E-1
9.352115292E0,-7.081820154E-1,6.906830531E-1,1.088068600E0,1.470529879E0
9.362122292E0,-8.547334126E-1,9.207055002E-1,1.524800937E0,1.975673486E0
9.372128292E0,-9.386149371E-1,9.209581000E-1,1.742062129E0,2.182645707E0
9.382135292E0,-9.393341446E-1,5.769617254E-1,1.367210874E0,1.756274193E0
9.392142292E0,-6.046672949E-1,1.386754900E-1,7.823412283E-1,9.984544189E-1
9.402149292E0,-1.134631732E-1,-3.310594100E-1,4.177426279E-1,5.449615837E-1
9.412155292E0,3.573265645E-1,-8.072204000E-1,1.475518557E-1,8.950187696E-1
9.422162292E0,7.993167186E-1,-9.936132628E-1,-1.327516758E-1,1.282106680E0
9.432169292E0,1.078468641E0,-7.769288993E-1,-2.148957002E-1,1.346437257E0
9.442175292E0,8.451837400E-1,-6.013814521E-1,2.627656853E-1,1.070065891E0
9.452182292E0,1.654036975E-1,-5.929374880E-1,9.364652082E-1,1.120669592E0
9.462189292E0,-3.577469793E-1,-5.490529650E-1,1.156271400E0,1.329061929E0
9.472196292E0,-6.485269672E-1,-5.030511653E-1,1.230439822E0,1.479063845E0
9.482202292E0,-7.445695308E-1,-5.467257732E-1,1.421185937E0,1.695011010E0
9.492209292E0,-8.679302859E-1,-6.093710876E-1,1.415738379E0,1.768884185E0
9.502216292E0,-9.409450525E-1,-6.437275726E-1,9.177248821E-1,1.463551071E0
9.512223292E0,-6.989097932E-1,-6.638542736E-1,1.503199276E-1,9.755887844E-1
9.522229292E0,-2.152363005E-1,-6.013931465E-1,-5.436454600E-1,8.387793321E-1
9.532236292E0,3.417808646E-1,-5.214353961E-1,-9.807137203E-1,1.162113778E0
9.542243292E0,8.497419369E-1,-3.772506595E-1,-8.332701842E-1,1.248486532E0
9.552249292E0,1.157016628E0,-2.437645733E-1,-2.062967849E-1,1.200277888E0
9.562256292E0,1.109316504E0,-1.645231068E-2,4.615289176E-1,1.201608392E0
9.572263292E0,7.120832777E-1,3.157765424E-1,1.063180219E0,1.318002123E0
9.582270292E0,-1.710310578E-2,7.265674156E-1,1.680217591E0,1.830662142E0
9.592276292E0,-5.144441727E-1,1.116260950E0,1.738413466E0,2.129030929E0
9.602283292E0,-5.649199694E-1,1.351642370E0,1.510053383E0,2.103885189E0
9.612290292E0,-4.609740168E-1,1.296379166E0,1.560198519E0,2.080220038E0
9.622296292E0,-6.668471709E-1,9.876976347E-1,1.564485405E0,1.966684100E0
9.632303292E0,-1.104696619E0,4.434072268E-1,1.013778848E0,1.563557527E0
9.642310083E0,-1.328561948E0,-2.072487116E-1,2.609024701E-1,1.369707625E0
9.652317083E0,-1.120527371E0,-7.955978894E-1,-5.675705123E-1,1.486840232E0
9.662323083E0,-3.309766719E-1,-1.277423662E0,-1.606315509E0,2.078847345E0
9.672330083E0,9.523284119E-1,-1.236670908E0,-1.398423604E0,2.095679583E0
9.682337083E0,1.958157678E0,-3.801830381E-1,1.380980775E-1,1.999497865E0
9.692343083E0,2.228355174E0,8.807222396E-1,1.029321332E0,2.607823010E0
9.702350083E0,1.928810795E0,2.047868584E0,1.130952372E0,3.032017494E0
9.712357083E0,1.401946259E0,2.772857836E0,1.070651206E0,3.286409575E0
9.722364083E0,1.009597650E0,2.840085028E0,7.672824553E-1,3.110320361E0
9.732370083E0,1.064040198E0,2.130763975E0,-1.910320437E-1,2.389315781E0
9.742377083E0,1.709855665E0,7.662553918E-1,-1.729853435E0,2.550126786E0
9.752384083E0,2.515890250E0,-9.540352142E-1,-3.585034628E0,4.482450248E0
9.762390083E0,3.376822003E0,-2.303249820E0,-4.163507566E0,5.834610684E0
9.772397083E0,4.043125091E0,-3.186835442E0,-3.078838830E0,5.998502244E0
9.782404083E0,4.462136564E0,-3.321068217E0,-1.809756514E0,5.849391033E0
9.792411083E0,5.547549359E0,-3.358430171E0,-1.551528560E0,6.667953057E0
9.802417083E0,6.098145404E0,-4.281916022E0,-1.401282600E0,7.581937425E0
9.812424083E0,5.555072971E0,-5.331349145E0,-9.912366620E-1,7.763032238E0
9.822431083E0,3.948503693E0,-6.033127289E0,-1.745659921E-1,7.212473888E0
9.832437083E0,1.619998578E0,-6.936070703E0,5.052014789E-1,7.140637277E0
9.842444083E0,-4.558101214E-1,-8.425719057E0,-3.233437166E-1,8.444232093E0
9.852451083E0,-2.057414456E0,-9.703152074E0,-1.724223151E0,1.006762434E1
9.862458083E0,-2.926463022E0,-9.748879640E0,-2.827000714E0,1.056393739E1
9.872464083E0,-3.208948442E0,-8.724372028E0,-3.654708880E0,9.988439037E0
9.882471083E0,-3.460582198E0,-7.684845259E0,-3.718409325E0,9.211896857E0
9.892478083E0,-3.603716482E0,-6.623695486E0,-3.085553188E0,8.147438422E0
9.902484083E0,-3.529760606E0,-5.738172097E0,-2.744539186E0,7.274498216E0
9.912491083E0,-2.907297018E0,-4.479020984E0,-3.268364047E0,6.260687540E0
9.922498083E0,-1.868107487E0,-3.247662857E0,-5.071357963E0,6.305220948E0
9.932505083E0,-4.956342646E-1,-2.241523688E0,-6.746647228E0,7.126523036E0
9.942511083E0,1.288967235E0,-1.820320094E0,-8.584505460E0,8.869539772E0
9.952518083E0,2.761427991E0,-1.861572200E0,-8.278950436E0,8.923673903E0
9.962525083E0,3.525639781E0,-2.176851144E0,-4.688399544E0,6.256988657E0
9.972531083E0,2.709268196E0,-1.814315588E0,1.349335644E-1,3.263446380E0
9.982538083E0,-1.041805429E0,-2.314578216E0,4.956504614E0,5.568623606E0
9.992545083E0,-4.613927359E0,-3.442818941E0,8.609417523E0,1.035680443E1
1.000255208E1,-6.766314338E0,-2.459309667E0,7.194032316E0,1.017768710E1
1.001255808E1,-8.906292940E0,-1.658781406E0,6.462391856E0,1.112816778E1
1.002256508E1,-8.713145374E0,-1.099713914E0,6.541656711E0,1.095086962E1
1.003257208E1,-7.312177062E0,-7.816440940E-2,-4.163328642E-1,7.324436915E0
1.004257808E1,-5.299247931E0,-2.269450575E-1,-5.366076928E0,7.545085439E0
1.005258508E1,-3.428131905E0,-2.255800250E0,-2.798698436E0,4.967236260E0
1.006259208E1,-1.510651553E0,-4.752883808E0,-1.351211430E0,5.166986059E0
1.007259908E1,1.896058493E0,-6.005552405E0,-8.253216255E-1,6.351602419E0
1.008260508E1,5.998505926E0,-6.194408115E0,1.270253221E0,8.715865332E0
1.009261208E1,7.419551237E0,-5.841197698E0,1.890652158E0,9.630363269E0
1.010261908E1,6.432179877E0,-5.222107369E0,1.161776846E0,8.366186036E0
1.011262508E1,5.663646995E0,-4.011983989E0,1.606684468E0,7.124208573E0
1.012263208E1,5.438726828E0,-2.058229558E0,2.528015036E0,6.340892559E0
1.013263908E1,5.250980335E0,3.022687434E-1,3.688359314E0,6.424029522E0
1.014264608E1,5.374734900E0,2.983725097E0,4.843134704E0,7.826004374E0
1.015265208E1,5.686589130E0,6.728088166E0,5.167554016E0,1.021313276E1
1.016265908E1,5.284473771E0,1.036902656E1,4.437543175E0,1.245528660E1
1.017266608E1,3.824446827E0,1.191068239E1,3.182891495E0,1.290819688E1
1.018267208E1,1.167197800E0,8.998804663E0,2.292675131E0,9.359337333E0
1.019267908E1,-9.311796176E-1,4.125309461E0,2.001110739E0,4.678644870E0
1.020268608E1,-6.377868015E-1,8.314899994E-1,2.808688404E0,2.997812231E0
1.021269308E1,1.582054242E0,-2.341565565E-1,4.050583799E0,4.354877039E0
1.022269908E1,4.197040763E0,-1.709032048E-1,5.139712499E0,6.637846311E0
1.023270608E1,5.869807540E0,4.401802947E-1,5.269762761E0,7.900556866E0
1.024271308E1,6.610700049E0,1.485899119E0,5.448707440E0,8.694691720E0
1.025271908E1,6.382296696E0,2.820455048E0,5.412796181E0,8.831027137E0
1.026272608E1,4.841904450E0,3.395809082E0,4.898117827E0,7.679004901E0
1.027273308E1,3.559690164E0,3.173436839E0,3.872099295E0,6.142902278E0
1.028274008E1,2.959185795E0,2.728344737E0,2.837509330E0,4.924642603E0
1.029274608E1,2.469622986E0,2.499351985E0,1.911351886E0,3.999883007E0
1.030275308E1,1.794475400E0,2.618497190E0,1.183743666E0,3.387907697E0
1.031276008E1,1.269605350E0,2.610009664E0,1.083700145E0,3.098137214E0
1.032276608E1,1.581750771E0,2.486545413E0,2.428310654E0,3.818577775E0
1.033277308E1,2.228459255E0,2.747423325E0,3.767767426E0,5.168214097E0
1.034278008E1,2.608049385E0,2.075837278E0,3.780306780E0,5.040014023E0
1.035278708E1,2.941547669E0,6.528987110E-1,3.855351700E0,4.893129484E0
1.036279308E1,2.792541318E0,-4.497676087E-1,4.150671759E0,5.022813351E0
1.037280008E1,2.525900683E0,-9.829094960E-1,3.572827688E0,4.484571666E0
1.038280708E1,1.935416687E0,-1.143764133E0,1.818617384E0,2.891609125E0
1.039281308E1,9.875801057E-1,-8.796332688E-1,-6.687869847E-2,1.324213696E0
1.040282008E1,4.288523376E-1,-2.712490816E-1,-4.722854555E-2,5.096282245E-1
1.041282708E1,-1.986614907E-1,4.821404806E-2,7.488277656E-1,7.762306389E-1
1.042283408E1,-1.037911769E0,1.575109248E-2,1.210860128E0,1.594895353E0
1.043284008E1,-1.707396326E0,-1.851300104E-1,1.091884493E0,2.035113530E0
1.044284708E1,-2.007725109E0,-3.599442898E-1,6.351345044E-1,2.136332335E0
1.045285408E1,-2.124226788E0,-4.166127631E-1,2.255680382E-1,2.176415995E0
1.046286008E1,-2.174142129E0,-3.581307394E-1,-1.733740371E-1,2.210251158E0
1.047286708E1,-2.128626818E0,-2.083038417E-1,6.243493152E-1,2.228060746E0
1.048287408E1,-2.038008424E0,1.057124148E-1,1.727432395E0,2.673700831E0
1.049288008E1,-1.752965432E0,6.380871291E-1,3.038935384E0,3.565833880E0
1.050288708E1,-1.361286768E0,1.149887264E0,3.814717060E0,4.210392931E0
1.051289408E1,-9.483306706E-1,1.562484050E0,3.578984807E0,4.018683828E0
1.052290108E1,-5.008730775E-1,1.847705821E0,2.856827361E0,3.438946526E0
1.053290708E1,-4.001197046E-1,2.020818926E0,1.420933045E0,2.502569805E0
1.054291408E1,5.570700824E-2,2.236804985E0,4.538234568E-1,2.283058375E0
1.055292108E1,3.884890079E-3,2.030994397E0,-5.447786504E-1,2.102792693E0
1.056292708E1,1.825114810E-1,1.495330094E0,-1.813836116E0,2.357821873E0
1.057293408E1,1.299158932E0,9.326158400E-1,-2.681117361E0,3.121854663E0
1.058294108E1,2.073675270E0,5.462555840E-1,-3.750590646E0,4.320353513E0
1.059294808E1,3.226590661E0,2.717944989E-1,-4.683070684E0,5.693497218E0
1.060295408E1,3.860632905E0,1.043715020E-1,-5.060568681E0,6.365904116E0
1.061296108E1,3.304462125E0,1.118605428E-1,-4.945032377E0,5.948556794E0
1.062296808E1,2.176996740E0,5.754682368E-1,-4.394170868E0,4.937531379E0
1.063297408E1,8.185283303E-1,1.214272198E0,-3.944211252E0,4.207285110E0
1.064298146E1,-2.477108592E-1,1.685606385E0,-3.688968009E0,4.063387076E0
1.065298846E1,-9.350294244E-1,1.971096250E0,-3.450493997E0,4.082328903E0
1.066299546E1,-1.596726075E0,1.998268700E0,-3.356051524E0,4.219679346E0
1.067300146E1,-1.715675983E0,1.789062341E0,-3.109823518E0,3.976844283E0
1.068300846E1,-1.084077290E0,1.452007196E0,-2.594550503E0,3.164686522E0
1.069301546E1,-2.955960470E-1,8.406574103E-1,-2.396750307E0,2.557047895E0
1.070302146E1,3.738224369E-1,2.270528655E-1,-2.481531426E0,2.519780632E0
1.071302846E1,1.157590824E0,-9.991546690E-2,-2.087686953E0,2.389233440E0
1.072303546E1,1.774099023E0,-1.583749423E-1,-1.422105412E0,2.279230960E0
1.073304246E1,2.094035860E0,-5.626826786E-2,-9.169960266E-1,2.286708117E0
1.074304846E1,2.128809251E0,1.096944235E-1,-6.499039865E-1,2.228505527E0
1.075305546E1,1.991088611E0,1.854264642E-1,-3.128476721E-1,2.024028285E0
1.076306246E1,1.801543515E0,9.500336722E-2,2.904142445E-1,1.827272587E0
1.077306846E1,1.650486546E0,-8.765897200E-2,4.569604880E-1,1.714818597E0
1.078307546E1,1.332210318E0,-2.935774420E-1,3.049925226E-1,1.397852813E0
1.079308246E1,7.174738258E-1,-5.006916676E-1,2.432652211E-1,9.080962529E-1
1.080308946E1,-5.629465342E-2,-7.472877552E-1,2.960287410E-1,8.057549829E-1
1.081309546E1,-8.445180345E-1,-1.034346575E0,4.465313941E-1,1.408003492E0
1.082310246E1,-1.247339153E0,-1.282837160E0,7.199097759E-1,1.928677326E0
1.083310946E1,-1.124880915E0,-1.439931818E0,1.213476757E0,2.193464510E0
1.084311546E1,-9.612272894E-1,-1.634548497E0,1.412804831E0,2.364682681E0
1.085312246E1,-6.338586420E-1,-1.749429328E0,1.351281012E0,2.299617387E0
1.086312946E1,-5.839029551E-2,-1.668594788E0,8.247082525E-1,1.862192711E0
1.087313546E1,2.419788337E-1,-1.668139436E0,2.758599401E-2,1.685824404E0
1.088314246E1,3.179639858E-1,-1.607054597E0,-2.273268807E-1,1.653905404E0
1.089314946E1,4.521505684E-1,-1.342916863E0,1.512241995E-1,1.425038454E0
1.090315646E1,4.412297237E-1,-1.000864249E0,5.531600493E-1,1.225723849E0
1.091316246E1,1.029449093E-1,-6.749142820E-1,6.672555989E-1,9.546397104E-1
1.092316946E1,-3.189966041E-1,-2.680518606E-1,9.650349963E-1,1.051143747E0
1.093317646E1,-6.334902674E-1,4.170263439E-2,1.374608479E0,1.514132590E0
1.094318246E1,-8.400881839E-1,1.510069755E-1,1.770060351E0,1.965111934E0
1.095318946E1,-1.240333604E0,-6.939972550E-2,1.511465485E0,1.956469188E0
1.096319646E1,-1.472486776E0,-5.567876619E-1,1.525432729E0,2.192070897E0
1.097320346E1,-1.261099405E0,-9.317552760E-1,1.515124088E0,2.180399185E0
1.098320946E1,-1.070626355E0,-1.111051081E0,6.397502965E-1,1.670316060E0
1.099321646E1,-1.233534461E0,-1.084814917E0,4.202861667E-2,1.643227639E0
1.100322346E1,-1.276138444E0,-8.855967709E-1,3.205946481E-1,1.586061757E0
1.101322946E1,-1.231606634E0,-5.960715955E-1,8.151737827E-1,1.592690976E0
1.102323646E1,-1.519266840E0,-2.700524855E-1,9.933127159E-1,1.835148558E0
1.103324346E1,-1.872760262E0,3.788118660E-3,1.037630517E0,2.141009678E0
1.104325046E1,-1.787323086E0,2.010989025E-1,1.362483693E0,2.256396773E0
1.105325646E1,-1.462726019E0,2.136505356E-1,1.658633471E0,2.221773830E0
1.106326346E1,-1.160058349E0,1.556207210E-1,1.710848522E0,2.072909995E0
1.107327046E1,-6.188669658E-1,1.995999688E-1,1.987645771E0,2.091308724E0
1.108327646E1,2.654852253E-1,4.211544782E-1,2.530705925E0,2.579210340E0
1.109328346E1,9.292430198E-1,6.846060419E-1,2.335411261E0,2.605057347E0
1.110329046E1,1.079670829E0,9.560460716E-1,1.350609167E0,1.975818390E0
1.111329746E1,1.138515453E0,1.265747942E0,3.171886450E-1,1.731745918E0
1.112330346E1,1.060360984E0,1.248755933E0,-3.492769951E-1,1.675037676E0
1.113331046E1,9.146173793E-1,1.040298894E0,-5.828475326E-1,1.502816684E0
1.114331746E1,8.684249604E-1,7.581324399E-1,-9.202605271E-1,1.475061404E0
1.115332346E1,8.774735266E-1,3.471641037E-1,-1.462188075E0,1.740251899E0
1.116333046E1,9.986886460E-1,-8.572047383E-2,-1.297834538E0,1.639848011E0
1.117333746E1,1.523637049E0,-2.285647362E-1,-5.306979704E-1,1.629525094E0
1.118334346E1,1.890137603E0,-2.702521679E-1,-2.526581883E-3,1.909361876E0
1.119335046E1,1.728298368E0,-2.525880218E-2,6.784536016E-1,1.856866324E0
1.120335746E1,1.335410500E0,5.911535025E-1,8.431158721E-1,1.686306034E0
1.121336446E1,8.607306093E-1,1.300898186E0,1.548886496E-1,1.567540675E0
1.122337046E1,4.092173874E-1,1.598852708E0,3.534659404E-1,1.687817236E0
1.123337746E1,2.846746176E-1,1.650953153E0,4.602980787E-1,1.737400436E0
1.124338446E1,3.379503536E-1,1.315606565E0,5.198700964E-2,1.359313696E0
1.125339046E1,5.775096095E-1,5.751637065E-1,-1.710526925E-1,8.328203059E-1
1.126339746E1,1.126226944E0,-1.496121222E-1,5.084405440E-1,1.244701853E0
1.127340446E1,1.591051060E0,-7.480506706E-1,7.837221944E-1,1.924900974E0
1.128341146E1,1.720259616E0,-1.084970160E0,7.403294224E-1,2.164380061E0
1.129341746E1,1.696653821E0,-8.668000191E-1,8.327148449E-1,2.079276431E0
1.130342446E1,1.856555289E0,-4.273086727E-2,5.597814363E-1,1.939582101E0
1.131343146E1,1.777783646E0,7.276240075E-1,1.610364121E-1,1.927662863E0
1.132343746E1,1.235331895E0,1.114462346E0,1.154667217E-1,1.667754112E0
1.133344446E1,6.787392381E-1,1.061939732E0,-2.685719705E-1,1.288617030E0
1.134345146E1,6.099020147E-1,6.616884649E-1,-7.841999120E-1,1.193642155E0
1.135345846E1,8.978797245E-1,6.150510728E-2,-4.859463054E-1,1.022797482E0
1.136346446E1,1.059642068E0,-4.944522500E-1,-8.155754864E-2,1.172167213E0
1.137347146E1,9.639652482E-1,-9.751787460E-1,4.277290875E-1,1.436368601E0
1.138347846E1,5.433422819E-1,-1.227848044E0,1.097141140E0,1.733940695E0
1.139348446E1,-2.830754042E-2,-1.152913637E0,2.406084217E0,2.668192728E0
1.140349146E1,-5.512015244E-1,-7.290548211E-1,6.869023020E0,6.929561407E0
1.141349846E1,-2.856267490E0,-9.816475207E-1,7.620863855E0,8.197527782E0
1.142350446E1,-6.730909447E0,-1.739550750E0,-1.489546613E0,7.109847249E0
1.143351146E1,-7.013035848E0,-1.515640397E0,-9.480684230E0,1.188962620E1
1.144351846E1,-2.255346506E0,-1.392110365E0,-4.718627602E0,5.412024167E0
1.145352546E1,1.191626297E0,-1.492488931E0,1.222435277E0,2.267563549E0
1.146353146E1,1.502618648E0,-1.102712951E0,9.606536776E-1,2.096829545E0
1.147353846E1,-2.018341899E-1,-8.630654025E-1,-4.240780860E-1,9.825788275E-1
1.148354546E1,-1.363293532E0,-3.639429814E-1,-8.438140297E-1,1.644094239E0
1.149355146E1,-1.236045256E0,5.615975815E-1,-4.878560060E-1,1.442637584E0
1.150355846E1,-8.517630270E-1,1.492363216E0,-1.375826454E-1,1.723826328E0
1.151356546E1,-7.354458278E-1,2.063422177E0,-4.155288720E-1,2.229631335E0
1.152357246E1,-6.829965958E-1,2.154356321E0,-6.737571180E-1,2.358322319E0
1.153357846E1,-3.920025998E-1,1.979474872E0,-7.089556020E-1,2.138832591E0
1.154358546E1,2.351326212E-1,1.678278362E0,-3.287602848E-1,1.726264445E0
1.155359246E1,1.238046173E0,1.414874160E0,7.315545058E-1,2.017374336E0
1.156359846E1,2.121215180E0,1.143551075E0,1.416786785E0,2.795451250E0
1.157360546E1,2.446182961E0,7.435243410E-1,1.334759704E0,2.884132970E0
1.158361246E1,2.280552683E0,3.151772028E-1,7.006975794E-1,2.406498350E0
1.159361946E1,1.937916956E0,1.667099655E-2,-2.757172680E-1,1.957503528E0
1.160362546E1,1.532688831E0,-1.992543983E-1,-1.599172550E-1,1.553837475E0
1.161363246E1,1.143526955E0,-2.956018943E-1,2.716236323E-1,1.211946275E0
1.162363946E1,6.759555249E-1,-3.751936090E-1,1.222810668E-1,7.827124473E-1
1.163364546E1,3.545155156E-1,-3.150614280E-1,3.893824625E-1,6.136478276E-1
1.164365242E1,1.344796742E-1,-2.743203682E-1,1.003465236E0,1.048941813E0
1.165365942E1,-2.142814502E-2,-3.743568724E-1,1.459198101E0,1.506605898E0
1.166366542E1,5.948533282E-2,-5.790731549E-1,1.852733549E0,1.942031366E0
1.167367242E1,-6.092871800E-2,-7.239098561E-1,1.885901880E0,2.020985821E0
1.168367942E1,-3.496173030E-1,-8.415733767E-1,1.572769448E0,1.817713328E0
1.169368642E1,-5.887809216E-1,-9.126188010E-1,1.132011010E0,1.568752682E0
1.170369242E1,-5.632779982E-1,-8.885195017E-1,6.058873165E-1,1.214021601E0
1.171369942E1,-2.854365829E-1,-7.820586616E-1,-5.229164958E-3,8.325365681E-1
1.172370642E1,2.090003912E-1,-3.145895576E-1,-3.349565792E-1,5.048204267E-1
1.173371242E1,4.964319710E-1,-2.659255207E-1,-4.722851631E-1,7.349927617E-1
