"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.451894517E1,1.259524165E0,-2.294645643E0,5.171265829E-1,2.668186585E0
3.452895217E1,7.386027396E-1,-4.776779039E-1,1.402583313E0,1.655581510E0
3.453895817E1,6.244838011E-1,-3.242912579E-1,-1.385096045E0,1.553588070E0
3.454896517E1,1.154798194E0,-1.674869142E-1,-1.484368318E0,1.888110177E0
3.455897217E1,2.289722872E-1,1.112842083E-1,4.373255378E-1,5.060297514E-1
3.456897817E1,-1.711649006E0,4.258667493E-1,1.679797468E0,2.435738972E0
3.457898517E1,-2.935098190E0,5.426224896E-1,1.449689652E0,3.318258675E0
3.458899217E1,-3.144193452E0,1.048750752E-1,-5.661414528E-1,3.196477341E0
3.459899817E1,-2.866255996E0,-6.097084719E-1,-1.751339321E0,3.413847869E0
3.460900517E1,-2.141509988E0,-7.849270132E-1,-1.287676755E0,2.619214934E0
3.461901217E1,-1.301251650E0,-5.036024116E-1,-1.361514809E0,1.949511175E0
3.462901817E1,-7.115289617E-1,-4.055105451E-1,-1.621707135E0,1.816768091E0
3.463902517E1,-2.655811197E-1,-5.950332762E-1,-9.399510258E-1,1.143724557E0
3.464903217E1,8.422270954E-2,-9.821626604E-1,-6.355543345E-1,1.172888003E0
3.465903817E1,7.171083748E-2,-1.377369534E0,-1.299566483E0,1.895036232E0
3.466904458E1,4.120743370E-1,-1.540639144E0,-1.170258232E0,1.978099735E0
3.467905158E1,1.256026361E0,-1.498026537E0,-9.196787292E-1,2.160438541E0
3.468905858E1,1.023829334E0,-1.637727775E0,-2.748117097E0,3.358947208E0
3.469906458E1,1.086813203E0,-1.817811930E0,-5.715368541E0,6.095165355E0
3.470907158E1,3.436504533E0,-1.021082824E0,-1.995633067E0,4.103014121E0
3.471907858E1,3.305359088E0,-3.834900040E-1,2.303816416E0,4.047225390E0
3.472908458E1,-4.926928228E-1,-3.528077631E-1,4.407740502E0,4.449201711E0
3.473909158E1,-2.574125009E0,-4.008158887E-1,1.168118151E0,2.855043424E0
3.474909858E1,-1.748963013E0,-9.325787833E-1,-2.785881924E0,3.419022214E0
3.475910458E1,-3.172588116E-1,-1.630641973E0,-2.521371430E0,3.019430457E0
3.476911158E1,6.197370315E-1,-1.751446618E0,-1.051049293E0,2.134559406E0
3.477911858E1,3.455371159E-1,-1.545887605E0,-5.291876346E-1,1.670090997E0
3.478912458E1,-4.136039686E-1,-1.429050150E0,-3.520766419E-1,1.528793817E0
3.479913158E1,-5.957499987E-1,-8.515912651E-1,-3.263412917E-1,1.089322901E0
3.480913858E1,-1.124074584E-1,-1.551846649E-1,1.667660987E-1,2.540248976E-1
3.481914458E1,-5.321550965E-3,2.296542187E-1,8.883698130E-1,9.175893982E-1
3.482915158E1,-5.664291358E-1,4.693584124E-1,1.330226358E0,1.520079422E0
3.483915858E1,-7.807740283E-1,5.178317205E-1,1.038601740E0,1.398732050E0
3.484916458E1,-3.150970960E-1,1.443208854E-1,-4.614593357E-1,5.771130014E-1
3.485917158E1,4.278811151E-1,-5.062524063E-1,-2.348273381E0,2.440033119E0
3.486917858E1,1.804316849E0,-6.340994011E-1,-1.871869147E0,2.676104528E0
3.487918558E1,2.536091210E0,-2.345472053E-1,8.177921659E-1,2.674986924E0
3.488919158E1,1.227707711E0,-8.344411623E-2,2.190642387E0,2.512596906E0
3.489919858E1,-4.316356122E-1,-1.747122638E-1,1.085591134E0,1.181245863E0
3.490920558E1,-8.593015498E-1,-1.661608388E-1,-4.500408930E-1,9.841470333E-1
3.491921158E1,-5.684698141E-1,-1.082454469E-1,-6.707773769E-1,8.858991453E-1
3.492921858E1,-1.699838215E-1,-1.713293389E-1,-6.787038624E-2,2.507082593E-1
3.493922558E1,-1.018941647E-1,-2.526199987E-1,4.062896866E-1,4.891529351E-1
3.494923158E1,-1.572538483E-1,-1.332841014E-1,6.031841487E-1,6.374359118E-1
3.495923858E1,-1.983814090E-1,1.102098190E-1,3.595447057E-1,4.251750029E-1
3.496924558E1,7.566881776E-3,1.946885635E-1,2.819691110E-1,3.427352827E-1
3.497925158E1,3.017239290E-1,2.862411233E-1,1.544734973E-1,4.436590711E-1
3.498925858E1,3.561246693E-1,3.572848300E-1,-3.704415768E-1,6.258627579E-1
3.499926558E1,8.618164372E-1,5.223966052E-1,-7.914867121E-1,1.281435523E0
3.500927158E1,1.139550995E0,3.121966577E-1,-7.049841732E-1,1.375880048E0
3.501927858E1,1.261947836E0,-6.554070935E-3,-3.770384055E-1,1.317085136E0
3.502928558E1,8.373861855E-1,-2.565802813E-1,1.380118310E-1,8.866207363E-1
3.503929158E1,7.675376862E-1,-2.970131928E-1,1.724495924E-1,8.408744249E-1
3.504929858E1,6.383931577E-1,-2.777773152E-1,-7.534955978E-2,7.002739584E-1
3.505930558E1,4.487492430E-1,-1.176125036E-1,-1.310074514E-1,4.820493091E-1
3.506931258E1,3.297279990E-1,9.094971187E-2,-1.307805794E-1,3.661911569E-1
3.507931858E1,4.023673743E-1,1.000248098E-1,-1.734260774E-1,4.494230421E-1
3.508932558E1,4.447585183E-1,-1.044665741E-1,-1.884352952E-1,4.941975974E-1
3.509933258E1,4.904340434E-1,-2.634941022E-1,-1.759473968E-1,5.838768528E-1
3.510933858E1,6.115304643E-1,-1.197148700E-1,-1.491156936E-2,6.233165438E-1
3.511934558E1,7.822726697E-1,-2.354768761E-2,-1.035161823E-1,7.894432363E-1
3.512935258E1,9.839355361E-1,-5.880873688E-2,-3.651276273E-1,1.051144990E0
3.513935858E1,1.047436883E0,-6.445510067E-2,-1.899415380E-1,1.066469067E0
3.514936558E1,8.438216311E-1,7.420050882E-2,1.209584266E-1,8.556702645E-1
3.515937258E1,5.122055662E-1,1.414172494E-1,2.747723579E-1,5.982083493E-1
3.516937858E1,5.327222764E-1,3.899610445E-2,1.800316769E-1,5.636711139E-1
3.517938558E1,8.013211441E-1,-3.986872829E-2,3.527753842E-1,8.764448432E-1
3.518939258E1,9.762604809E-1,7.414956495E-2,7.346587926E-1,1.224053196E0
3.519939858E1,8.477170461E-1,2.101070499E-1,9.247973818E-1,1.272013899E0
3.520940558E1,4.729304034E-1,3.013943654E-1,7.637422585E-1,9.475251803E-1
3.521941258E1,3.104836428E-1,3.260143592E-1,4.990545934E-1,6.721167623E-1
3.522941858E1,4.069480830E-1,3.327902589E-1,3.557498628E-1,6.347551210E-1
3.523942558E1,7.053993255E-1,2.369177031E-1,3.503242314E-2,7.449466270E-1
3.524943258E1,8.883370686E-1,8.048845835E-2,-2.513817412E-1,9.267221369E-1
3.525943958E1,9.845594341E-1,-3.904405162E-2,-4.612482512E-1,1.087948375E0
3.526944558E1,9.706027150E-1,-2.369455504E-1,-5.790310550E-1,1.154768283E0
3.527945258E1,7.649959016E-1,-5.085394350E-1,-5.663209623E-1,1.079143419E0
3.528945958E1,4.345270604E-1,-7.671573979E-1,-4.037824005E-1,9.697342246E-1
3.529946558E1,2.671575290E-1,-9.148189621E-1,-3.249192488E-1,1.006895922E0
3.530947258E1,2.683579624E-1,-8.993999275E-1,-4.651044899E-1,1.047501032E0
3.531947958E1,2.222900891E-1,-6.878926887E-1,-1.969909412E-1,7.492760945E-1
3.532948558E1,1.719128180E-1,-3.878091229E-1,1.091306788E-1,4.380176228E-1
3.533949258E1,1.438239634E-1,-3.538510526E-1,7.971158266E-2,3.901920505E-1
3.534949958E1,1.493104059E-1,-5.914810927E-1,-5.350436211E-2,6.123774956E-1
3.535950558E1,1.995619619E-1,-8.031299803E-1,-1.752527475E-1,8.459055901E-1
3.536951258E1,3.126412654E-1,-8.848962014E-1,4.041946292E-2,9.393719078E-1
3.537951958E1,4.857615334E-1,-7.450386237E-1,2.952826363E-1,9.371438808E-1
3.538952558E1,6.767432910E-1,-5.015529625E-1,5.947577262E-1,1.031151594E0
3.539953258E1,8.934007573E-1,-2.784038443E-1,6.908777654E-1,1.163179135E0
3.540953958E1,9.782385939E-1,-2.488431725E-1,5.531506938E-1,1.151021008E0
3.541954558E1,1.047670771E0,-2.178195273E-1,5.662987429E-1,1.210683137E0
3.542955258E1,1.060824083E0,-1.683045743E-1,4.393083286E-1,1.160459380E0
3.543955958E1,7.789304012E-1,-1.943670031E-1,1.384854555E-1,8.146712977E-1
3.544956658E1,4.352883679E-1,-2.881590465E-1,2.500661176E-1,5.788304264E-1
3.545957258E1,3.482285893E-1,-4.102466436E-1,3.657006544E-1,6.506169592E-1
3.546957958E1,5.211330950E-1,-5.508942898E-1,2.533312029E-1,7.995254340E-1
3.547958658E1,5.884210986E-1,-6.239609139E-1,2.395446378E-1,8.904764145E-1
3.548959258E1,7.843414146E-1,-3.685948800E-1,5.475280112E-1,1.025105147E0
3.549959958E1,1.162615337E0,-6.489630964E-2,6.316220820E-1,1.324700874E0
3.550960658E1,1.440745751E0,-6.748604145E-2,4.059891397E-1,1.498375742E0
3.551961258E1,1.609715080E0,-1.362982497E-1,3.096293646E-1,1.644879994E0
3.552961958E1,1.648500246E0,-1.854035687E-1,1.387228525E-1,1.664683626E0
3.553962658E1,1.608830981E0,-2.241486266E-1,-3.579408145E-1,1.663340422E0
3.554963258E1,1.323690925E0,-3.348756684E-1,-7.669260675E-1,1.566037985E0
3.555963958E1,8.164958382E-1,-5.728636312E-1,-6.936364818E-1,1.214894959E0
3.556964658E1,1.484929651E-1,-7.698197083E-1,-4.444679117E-1,9.012348576E-1
3.557965258E1,-5.922182804E-1,-7.491307244E-1,-1.878412181E-1,9.732438837E-1
3.558965958E1,-9.659962785E-1,-4.129586187E-1,-1.917360485E-2,1.050738435E0
3.559966658E1,-8.105509740E-1,-1.647937233E-1,-2.073563004E-1,8.527288479E-1
3.560967358E1,-4.776567078E-1,-1.766173415E-1,-5.076733893E-1,7.190840605E-1
3.561967958E1,1.112081945E-2,-2.497308164E-1,-5.776060885E-1,6.293790168E-1
3.562968658E1,3.925767964E-1,-1.466480955E-1,-5.961628121E-1,7.287196330E-1
3.563969358E1,3.370317560E-1,1.708416446E-1,-7.809564614E-1,8.675657132E-1
3.564969958E1,1.711608660E-1,6.104521646E-1,-8.189189243E-1,1.035652496E0
3.565970658E1,-1.012106252E-1,1.006935486E0,-5.342232567E-1,1.144358839E0
3.566971371E1,-5.831235212E-1,1.264385248E0,-4.030240166E-1,1.449528011E0
3.567971971E1,-9.303089672E-1,1.374527788E0,2.285688293E-1,1.675423864E0
3.568972671E1,-1.092420682E0,1.305330668E0,6.406729871E-1,1.818717399E0
3.569973371E1,-9.474652827E-1,1.097447387E0,6.593127412E-1,1.592725501E0
3.570973971E1,-3.926861393E-1,8.247222128E-1,4.390633303E-1,1.013481988E0
3.571974671E1,4.314028931E-1,5.312743597E-1,2.981542039E-1,7.464963702E-1
3.572975371E1,1.443858224E0,4.078104012E-1,1.380153394E-1,1.506679836E0
3.573975971E1,2.167916014E0,2.016013245E-1,-5.145497149E-1,2.237244812E0
3.574976671E1,2.350704653E0,-1.454630841E-1,-1.155902148E0,2.623562778E0
3.575977371E1,2.344334112E0,-2.834148350E-1,-1.328208484E0,2.709310645E0
3.576977971E1,2.568370764E0,-1.784206228E-1,-8.259466928E-1,2.703802922E0
3.577978671E1,2.398384604E0,-1.588396132E-2,6.100575507E-2,2.399212936E0
3.578979371E1,1.404270235E0,-2.915567905E-3,1.033826319E0,1.743783315E0
3.579980071E1,4.609845418E-1,-2.987175831E-1,1.520873070E0,1.617032417E0
3.580980671E1,-9.178257465E-2,-4.042710815E-1,8.770560354E-1,9.700960971E-1
3.581981371E1,-2.399779165E-1,-3.581510219E-1,-3.805192530E-2,4.327926800E-1
3.582982071E1,-1.807701802E-1,-4.835723358E-1,-2.596877110E-1,5.778907936E-1
3.583982671E1,-2.061260462E-1,-7.643854523E-1,-3.508703613E-1,8.659578956E-1
3.584983371E1,-6.926202357E-2,-9.708854279E-1,-3.920049387E-1,1.049325314E0
3.585984071E1,9.618669748E-2,-9.545259418E-1,-4.198400241E-1,1.047204517E0
3.586984671E1,1.122723877E-2,-8.908700824E-1,-5.597714961E-1,1.052197549E0
3.587985371E1,-2.036497504E-1,-8.436913843E-1,-7.331016791E-1,1.136101424E0
3.588986071E1,-3.866062045E-1,-7.931534609E-1,-8.762760168E-1,1.243549930E0
3.589986671E1,-4.637491053E-1,-6.962379080E-1,-1.030637832E0,1.327412821E0
3.590987371E1,-3.909021538E-1,-5.403257033E-1,-1.044023863E0,1.238847120E0
3.591988071E1,-2.699261856E-1,-4.422024080E-1,-9.584258884E-1,1.089487631E0
3.592988671E1,-1.031355286E-1,-4.291651636E-1,-9.286197066E-1,1.028180059E0
3.593989371E1,8.600552559E-2,-4.127400425E-1,-8.892749619E-1,9.841550950E-1
3.594990071E1,1.730968791E-1,-3.956328437E-1,-8.198012692E-1,9.265862062E-1
3.595990671E1,1.397741818E-1,-3.172266519E-1,-8.088587898E-1,8.800125638E-1
3.596991371E1,4.829917073E-2,-1.364421460E-1,-7.342646903E-1,7.483942173E-1
3.597992071E1,-1.770770788E-2,5.869873613E-2,-6.152761906E-1,6.183234552E-1
3.598992771E1,-5.334064007E-2,1.153831065E-1,-5.549270779E-1,5.693000500E-1
3.599993371E1,-2.259171170E-1,7.360387355E-2,-7.909312266E-1,8.258500343E-1
3.600994071E1,-5.504644829E-1,-5.012671798E-2,-8.441765571E-1,1.009038103E0
3.601994771E1,-8.472241259E-1,-2.388663608E-1,-6.602377707E-1,1.100345297E0
3.602995371E1,-9.537785214E-1,-4.486869702E-1,-7.212674993E-1,1.277200169E0
3.603996071E1,-9.430898112E-1,-5.870203981E-1,-6.950789899E-1,1.310399230E0
3.604996771E1,-9.067645687E-1,-6.159375107E-1,-4.720410419E-1,1.193492248E0
3.605997371E1,-7.551626390E-1,-5.471909192E-1,-2.801535505E-1,9.737425354E-1
3.606998071E1,-6.017615211E-1,-3.438148186E-1,-6.103148282E-2,6.957373065E-1
3.607998771E1,-4.224034435E-1,-1.916345993E-1,1.840183085E-1,4.990102469E-1
3.608999371E1,-1.996040618E-1,-1.347362208E-1,3.683979750E-1,4.401280480E-1
3.610000071E1,-3.755233920E-1,-2.827315879E-1,3.110063839E-1,5.636310314E-1
3.611000771E1,-5.849805969E-1,-3.416045710E-1,2.894816136E-1,7.366787538E-1
3.612001371E1,-5.883866000E-1,-3.374922243E-1,4.765416437E-1,8.289702834E-1
3.613002071E1,-5.752391356E-1,-2.542711428E-1,7.559391493E-1,9.833605008E-1
3.614002771E1,-4.188407350E-1,-1.967178762E-1,9.432102638E-1,1.050605105E0
3.615003471E1,-1.840492988E-1,-1.859961292E-1,1.100095738E0,1.130787043E0
3.616004071E1,-8.019280851E-2,-2.733924150E-1,1.216336046E0,1.249258851E0
3.617004771E1,6.864631176E-4,-3.448418820E-1,1.202735422E0,1.251194985E0
3.618005471E1,1.017737120E-1,-3.498897833E-1,9.614377892E-1,1.028174777E0
3.619006071E1,-8.928113580E-3,-3.928215024E-1,4.693133157E-1,6.120812301E-1
3.620006771E1,-1.193521965E-1,-5.070199630E-1,1.978481430E-1,5.571876500E-1
3.621007471E1,-8.087927163E-2,-6.503504214E-1,7.081796765E-2,6.591754787E-1
3.622008071E1,-1.407875043E-1,-7.412103054E-1,-8.416774571E-2,7.591429691E-1
3.623008771E1,-2.260393238E-1,-8.751849264E-1,-1.443467045E-1,9.153569808E-1
3.624009471E1,-2.208224380E-1,-9.450521368E-1,8.332983971E-2,9.740790279E-1
3.625010071E1,-2.656454390E-1,-1.047272284E0,3.237270015E-1,1.127894457E0
3.626010771E1,-2.964275211E-1,-1.137753268E0,4.006050235E-1,1.242109560E0
3.627011471E1,-2.014535362E-1,-1.060685796E0,6.066989100E-1,1.238435082E0
3.628012071E1,-6.240382433E-2,-7.814689699E-1,6.761439514E-1,1.035257761E0
3.629012771E1,6.180682361E-2,-5.145912302E-1,4.995305568E-1,7.198298374E-1
3.630013471E1,2.511805969E-1,-3.341341683E-1,3.576122010E-1,5.501125530E-1
3.631014071E1,5.616677481E-1,-9.048273861E-2,4.042952013E-1,6.979343773E-1
3.632014771E1,6.725771499E-1,-5.974626482E-2,2.335050488E-1,7.144608082E-1
3.633015471E1,4.027743405E-1,-2.599569753E-1,-7.033732653E-2,4.845122680E-1
3.634016171E1,6.311075270E-2,-4.952685213E-1,-3.385812682E-1,6.032504873E-1
3.635016771E1,-1.802515322E-1,-5.750435463E-1,-6.935493582E-1,9.187907310E-1
3.636017471E1,-3.095591980E-1,-4.862205398E-1,-7.639188445E-1,9.569792638E-1
3.637018171E1,-3.566064799E-1,-3.746024555E-1,-5.784065723E-1,7.759183875E-1
3.638018771E1,-3.604100937E-1,-2.269702005E-1,-3.665216035E-1,5.619154682E-1
3.639019471E1,-2.888875365E-1,-5.772663653E-2,-1.654165614E-1,3.378624159E-1
3.640020171E1,-1.722759300E-1,1.066707551E-2,-1.493554294E-2,1.732508384E-1
3.641020771E1,-1.185037655E-1,8.079214811E-2,1.207338935E-1,1.874758296E-1
3.642021471E1,-1.073075169E-1,2.013313293E-2,1.966342610E-1,2.249117134E-1
3.643022171E1,-7.692596912E-2,-7.697567046E-2,3.275791472E-1,3.451824970E-1
3.644022771E1,3.923130870E-2,-1.476041883E-1,4.232436883E-1,4.499570110E-1
3.645023471E1,6.873226583E-2,-1.611428314E-1,3.915242976E-1,4.289317103E-1
3.646024171E1,1.167151022E-1,-6.173022509E-2,3.766407949E-1,3.991131721E-1
3.647024771E1,1.907975703E-1,1.660714495E-1,4.741103715E-1,5.373677358E-1
3.648025471E1,2.038345224E-1,4.889775020E-1,4.795547140E-1,7.145769613E-1
3.649026171E1,-2.024072170E-2,7.717950439E-1,3.923721439E-1,8.660445577E-1
3.650026771E1,-2.096226811E-1,1.036166375E0,4.492632133E-1,1.148660028E0
3.651027471E1,-2.144975048E-1,1.308087630E0,5.333625466E-1,1.428838001E0
3.652028171E1,-1.017111468E-1,1.446633897E0,6.521440548E-1,1.590090141E0
3.653028871E1,2.191214830E-1,1.513818989E0,9.172164667E-1,1.783521293E0
3.654029471E1,7.044742960E-1,1.624107417E0,1.106537615E0,2.087686382E0
3.655030171E1,9.854394400E-1,1.725344355E0,1.029994639E0,2.238033286E0
3.656030871E1,9.741975832E-1,1.825166266E0,9.420636249E-1,2.273274445E0
3.657031471E1,7.751735651E-1,1.982628860E0,8.721695173E-1,2.300519706E0
3.658032171E1,4.705997032E-1,2.160830943E0,7.415742946E-1,2.332506566E0
3.659032871E1,9.712400615E-2,2.278145970E0,4.342405468E-1,2.321195163E0
3.660033471E1,-3.467276090E-1,2.304806934E0,9.212580621E-2,2.332561297E0
3.661034171E1,-6.136225981E-1,2.291411548E0,-5.198174715E-4,2.372150890E0
3.662034871E1,-5.008719081E-1,2.106564689E0,-7.351119518E-3,2.165304019E0
3.663035471E1,-1.215244371E-1,1.684108620E0,-3.166799372E-1,1.717927885E0
3.664036171E1,2.757716471E-1,1.244614350E0,-6.163292742E-1,1.415971983E0
3.665036871E1,5.216458958E-1,9.546912718E-1,-6.912110567E-1,1.288923035E0
3.666037471E1,6.332265580E-1,8.028922909E-1,-5.757484281E-1,1.173498256E0
3.667038167E1,6.715971565E-1,6.800171471E-1,-1.760836369E-1,9.718392399E-1
3.668038867E1,5.872335291E-1,5.405470204E-1,2.434312820E-1,8.344417823E-1
3.669039467E1,5.100801033E-1,3.734686804E-1,5.367515928E-1,8.293146805E-1
3.670040167E1,4.778724700E-1,1.495670986E-1,7.983226919E-1,9.423648630E-1
3.671040867E1,4.940733504E-1,-1.213034123E-1,8.647844839E-1,1.003332047E0
3.672041567E1,5.379952955E-1,-4.436440390E-1,6.187506062E-1,9.322613818E-1
3.673042167E1,5.738591927E-1,-7.529722720E-1,2.666973531E-1,9.835695673E-1
3.674042867E1,5.690785092E-1,-9.536808729E-1,3.757479250E-2,1.111201792E0
3.675043567E1,5.007339138E-1,-1.057250850E0,-8.055007339E-2,1.172604846E0
3.676044167E1,4.266368276E-1,-1.057782946E0,-1.709281468E-1,1.153317032E0
3.677044867E1,3.281457424E-1,-9.623160410E-1,-2.812797242E-1,1.054917094E0
3.678045567E1,2.287647110E-1,-8.486034840E-1,-3.719659460E-1,9.543688129E-1
3.679046167E1,1.352367425E-1,-5.557819408E-1,-2.584235430E-1,6.276665276E-1
3.680046867E1,-2.143589258E-2,-4.026059407E-1,-2.911983562E-1,4.973404504E-1
3.681047567E1,3.509498835E-2,-5.284508854E-1,-2.746431345E-1,5.965910222E-1
3.682048167E1,9.560548425E-2,-7.341202641E-1,-1.204082036E-1,7.500474026E-1
3.683048867E1,5.651684761E-2,-9.288483328E-1,-3.947923064E-2,9.314032365E-1
3.684049567E1,-4.483528018E-2,-1.056501237E0,-1.247252029E-1,1.064782345E0
3.685050167E1,-8.535765409E-2,-1.115002044E0,-1.611363995E-1,1.129814333E0
3.686050867E1,4.533229351E-2,-1.071105827E0,-2.075030655E-1,1.091961644E0
3.687051567E1,2.067984760E-1,-9.336196607E-1,-3.426737344E-1,1.015793566E0
3.688052267E1,3.636512053E-1,-7.440119988E-1,-4.984371275E-1,9.665586498E-1
3.689052867E1,3.032073677E-1,-6.064229214E-1,-6.001435965E-1,9.054588913E-1
3.690053567E1,8.745621979E-2,-5.489512235E-1,-7.076271147E-1,8.998511930E-1
3.691054267E1,-1.550067633E-1,-5.112384367E-1,-7.273117661E-1,9.024268619E-1
3.692054867E1,-4.394650340E-2,-3.195281160E-1,-6.712638652E-1,7.447312863E-1
3.693055567E1,-2.568775392E-1,-2.335278529E-1,-4.124596685E-1,5.391143722E-1
3.694056267E1,-5.422666866E-1,-2.154301357E-1,-2.110944253E-1,6.205031500E-1
3.695056867E1,-6.075520188E-1,-2.012044448E-1,-7.540569305E-3,6.400465173E-1
3.696057567E1,-2.140039998E-1,-1.841808611E-1,-1.011252558E-1,2.999110183E-1
3.697058267E1,1.635746884E-1,-1.625830007E-1,-1.827231503E-1,2.942408205E-1
3.698058867E1,2.247324711E-1,-2.634451318E-1,-2.591608769E-1,4.325186483E-1
3.699059567E1,2.725205952E-1,-4.461484015E-1,-1.205122840E-1,5.365063668E-1
3.700060267E1,3.225441098E-1,-5.531764215E-1,1.102913511E-1,6.497715277E-1
3.701060867E1,3.852408797E-1,-6.260619646E-1,1.751013047E-1,7.556616874E-1
3.702061567E1,4.094641399E-1,-6.474569267E-1,3.469866407E-1,8.409881584E-1
3.703062267E1,4.998205787E-1,-5.924106538E-1,6.107089305E-1,9.867808224E-1
3.704062867E1,6.075414938E-1,-4.986762786E-1,6.266244668E-1,1.005207899E0
3.705063567E1,6.315431446E-1,-4.132560593E-1,6.575246626E-1,1.000982515E0
3.706064267E1,6.978821450E-1,-3.091042846E-1,7.197630107E-1,1.049115694E0
3.707064967E1,6.706288576E-1,-1.521141458E-1,8.562627518E-1,1.098211126E0
3.708065567E1,3.367271161E-1,-9.184397042E-2,6.756533700E-1,7.604787584E-1
3.709066267E1,5.004690349E-2,-2.211247391E-1,4.119936454E-1,4.702548316E-1
3.710066967E1,-1.260004807E-1,-2.036292851E-1,3.942485154E-1,4.612731281E-1
3.711067567E1,-4.641858923E-1,-7.417836249E-2,3.004878277E-1,5.579103034E-1
3.712068267E1,-7.860990876E-1,1.367839158E-2,-9.056284547E-2,7.914167694E-1
3.713068967E1,-9.595397830E-1,1.229722077E-1,-4.227975458E-1,1.055744535E0
3.714069567E1,-1.054725437E0,3.184656769E-1,-4.975144368E-1,1.208878302E0
3.715070267E1,-9.774036115E-1,5.539535165E-1,-4.387738931E-1,1.206111457E0
3.716070967E1,-7.318059361E-1,7.836999750E-1,-2.962947893E-1,1.112437046E0
3.717071567E1,-4.880875558E-1,1.070859659E0,-1.539197659E-1,1.186870324E0
3.718072267E1,-4.536015549E-1,1.280658342E0,1.141996300E-1,1.363408125E0
3.719072967E1,-6.004499906E-1,1.345992790E0,2.111166447E-1,1.488894563E0
3.720073667E1,-8.108056203E-1,1.094575966E0,3.510375917E-2,1.362620480E0
3.721074267E1,-9.697019514E-1,7.863265443E-1,-1.354601061E-1,1.255778941E0
3.722074967E1,-1.058819950E0,6.227319753E-1,-1.810309660E-1,1.241638840E0
3.723075667E1,-9.535115960E-1,4.176367933E-1,-2.764095783E-1,1.077036262E0
3.724076267E1,-7.438152400E-1,1.308530849E-1,-4.580147409E-1,8.832673117E-1
3.725076967E1,-7.247620878E-1,-1.585238636E-1,-7.069020599E-1,1.024753835E0
3.726077667E1,-7.842423043E-1,-3.091884845E-1,-1.062231508E0,1.356086018E0
3.727078267E1,-6.094143569E-1,-4.167328137E-1,-1.171850429E0,1.385021850E0
3.728078967E1,-3.205700898E-1,-6.920220655E-1,-8.737780863E-1,1.159805098E0
3.729079667E1,-1.715008816E-1,-1.014819945E0,-8.878102344E-1,1.359220028E0
3.730080267E1,-3.136393851E-1,-1.009424719E0,-1.469401200E0,1.810096079E0
3.731080967E1,-4.372255504E-1,-8.059041917E-1,-1.549235575E0,1.800216269E0
3.732081667E1,-5.972998032E-1,-8.661158949E-1,-1.431991884E0,1.776942474E0
3.733082267E1,-8.237873161E-1,-1.001489462E0,-1.781082353E0,2.203147983E0
3.734082967E1,-8.449513131E-1,-1.049621403E0,-2.216527426E0,2.593962537E0
3.735083667E1,-8.061757949E-1,-1.192868831E0,-2.385995523E0,2.786723900E0
3.736084267E1,-6.931283587E-1,-1.327664693E0,-2.410745618E0,2.838100578E0
3.737084967E1,-3.403421572E-1,-1.379251168E0,-2.417757014E0,2.804231722E0
3.738085667E1,-2.438230455E-1,-1.409203531E0,-2.551599780E0,2.925058240E0
3.739086367E1,-2.766905370E-1,-1.313691602E0,-2.488624683E0,2.827648509E0
3.740086967E1,-3.287196466E-1,-1.110613124E0,-2.097817839E0,2.396321724E0
3.741087667E1,-5.790719855E-1,-9.671563661E-1,-1.773282752E0,2.101249038E0
3.742088367E1,-7.900137985E-1,-7.176621062E-1,-1.191908718E0,1.599939715E0
3.743088967E1,-9.396802998E-1,-5.250975072E-1,-6.252164572E-1,1.244838173E0
3.744089667E1,-1.079950325E0,-5.804262006E-1,-9.322327012E-1,1.540209430E0
3.745090367E1,-9.073472437E-1,-6.951503259E-1,-1.383375794E0,1.794503158E0
3.746090967E1,-3.829806384E-1,-7.759857434E-1,-1.340233868E0,1.595322809E0
3.747091667E1,-1.251424018E-1,-9.821246535E-1,-1.424996860E0,1.735178811E0
3.748092367E1,-2.871664086E-1,-1.115611324E0,-1.369397441E0,1.789497841E0
3.749092967E1,-4.509413642E-1,-1.172605305E0,-1.089577181E0,1.662988199E0
3.750093667E1,-5.669629866E-1,-1.350996838E0,-1.171335874E0,1.875811082E0
3.751094367E1,-7.045397848E-1,-1.469252681E0,-1.255799489E0,2.057209787E0
3.752094967E1,-6.540973172E-1,-1.393414294E0,-1.350782830E0,2.047940660E0
3.753095667E1,-4.760615873E-1,-1.107226417E0,-1.583588551E0,1.990059716E0
3.754096367E1,-3.490615252E-1,-7.544802690E-1,-1.496407151E0,1.711817392E0
3.755097067E1,-1.774360979E-1,-4.153277278E-1,-1.263178090E0,1.341491550E0
3.756097667E1,-5.342162400E-2,-1.075057375E-1,-1.163167314E0,1.169345780E0
3.757098367E1,4.008266330E-4,2.365491092E-2,-1.085463080E0,1.085720873E0
3.758099067E1,-1.334606507E-1,4.714785397E-2,-9.189928508E-1,9.298292990E-1
3.759099667E1,-2.405249235E-1,-1.759836495E-2,-9.443843848E-1,9.746916474E-1
3.760100367E1,-3.933193928E-1,-1.327405661E-1,-9.479605418E-1,1.034866847E0
3.761101067E1,-4.708064023E-1,-2.435178208E-1,-7.260399967E-1,8.989403063E-1
3.762101667E1,-4.112601122E-1,-1.932615870E-1,-7.230111390E-1,8.539496637E-1
