"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.423666750E0,1.732497253E0,5.051096191E0,8.325536957E0,9.890888994E0
3.433672750E0,1.707050171E0,4.994214478E0,8.288563843E0,9.826316152E0
3.443678750E0,1.661694489E0,4.900808716E0,8.218060455E0,9.711625625E0
3.453684750E0,1.625769196E0,4.851261749E0,8.253237305E0,9.710499063E0
3.463690750E0,1.637444916E0,4.915029144E0,8.255332947E0,9.746243348E0
3.473696750E0,1.695524139E0,4.945715332E0,8.284971313E0,9.796716384E0
3.483702750E0,1.752106476E0,4.940476227E0,8.362809448E0,9.869891809E0
3.493708750E0,1.687590637E0,4.888683929E0,8.360264740E0,9.830626595E0
3.503714750E0,1.589843903E0,4.914879456E0,8.347990265E0,9.816953965E0
3.513720750E0,1.623823242E0,5.016368408E0,8.332572327E0,9.860654923E0
3.523726750E0,1.660646667E0,5.044809265E0,8.273145905E0,9.831215135E0
3.533731750E0,1.630858612E0,5.025798798E0,8.252937927E0,9.799455995E0
3.543737750E0,1.644629974E0,5.033133545E0,8.287216644E0,9.834388682E0
3.553743750E0,1.649569702E0,5.050347748E0,8.313711548E0,9.866351518E0
3.563749750E0,1.669777679E0,5.004992065E0,8.230334930E0,9.776324265E0
3.573755750E0,1.696721649E0,4.950056305E0,8.190218353E0,9.719135684E0
3.583761750E0,1.662442932E0,4.937781830E0,8.212521973E0,9.725786500E0
3.593767750E0,1.706152039E0,4.968617706E0,8.212222595E0,9.748780264E0
3.603773750E0,1.695524139E0,4.971761169E0,8.212372284E0,9.748654767E0
3.613779750E0,1.655557251E0,4.975204010E0,8.136779480E0,9.679912451E0
3.623785750E0,1.681453400E0,5.057532806E0,8.119265900E0,9.712281008E0
3.633791750E0,1.687440948E0,5.065765686E0,8.116272125E0,9.715107418E0
3.643797750E0,1.707349548E0,5.004393311E0,8.134683838E0,9.702168625E0
3.653803750E0,1.725312195E0,4.980592804E0,8.163124695E0,9.716975436E0
3.663809750E0,1.732197876E0,5.016967163E0,8.139473877E0,9.717072810E0
3.673815750E0,1.722767487E0,5.057383118E0,8.077203369E0,9.684330957E0
3.683821750E0,1.681603088E0,5.038372650E0,8.081394653E0,9.670673578E0
3.693827750E0,1.725461884E0,5.032834167E0,8.097261658E0,9.688771069E0
3.703833750E0,1.734742584E0,5.065615997E0,8.139773254E0,9.742982392E0
3.713839750E0,1.734293518E0,5.024152222E0,8.110434265E0,9.696856373E0
3.723845750E0,1.724264374E0,4.986580353E0,8.127049713E0,9.689582462E0
3.733851750E0,1.718426514E0,5.031187592E0,8.247549133E0,9.812640061E0
3.743857750E0,1.706750793E0,4.990771637E0,8.380323029E0,9.902050993E0
3.753863750E0,1.719624023E0,4.912933502E0,8.401578827E0,9.883347063E0
3.763869750E0,1.731150055E0,4.968617706E0,8.355325012E0,9.873980883E0
3.773875750E0,1.813778229E0,5.113366699E0,8.330177307E0,9.941235559E0
3.783881750E0,1.841171265E0,5.134023743E0,8.266260223E0,9.903492793E0
3.793887750E0,1.705852661E0,4.937332764E0,8.208929443E0,9.730041661E0
3.803893750E0,1.664987640E0,4.907544708E0,8.191565552E0,9.693189624E0
3.813899750E0,1.729802856E0,4.937332764E0,8.186176758E0,9.715089431E0
3.823905750E0,1.764530640E0,4.889582062E0,8.248596954E0,9.749919632E0
3.833911750E0,1.789229279E0,4.866829376E0,8.233478394E0,9.730238232E0
3.843917292E0,1.846709747E0,4.923711090E0,8.188422089E0,9.731573567E0
3.853923292E0,1.857337646E0,4.894072723E0,8.113877106E0,9.655912833E0
3.863929292E0,1.819316711E0,4.816983032E0,7.993078308E0,9.508025014E0
3.873934292E0,1.805844727E0,4.920118561E0,7.826025696E0,9.418881039E0
3.883940292E0,1.808688812E0,5.157524872E0,7.652985535E0,9.404233388E0
3.893946292E0,1.731000366E0,5.322332153E0,7.697592773E0,9.517169554E0
3.903952292E0,1.644031219E0,5.523364105E0,7.739355927E0,9.649249704E0
3.913958292E0,1.515897675E0,5.852679291E0,7.298073578E0,9.477007892E0
3.923964292E0,1.646875305E0,6.358627167E0,6.480324097E0,9.227076358E0
3.933970292E0,2.038910065E0,7.307803345E0,5.841752014E0,9.575343888E0
3.943976292E0,2.205663300E0,7.746540985E0,6.107449493E0,1.010815449E1
3.953982292E0,2.072889404E0,7.145391083E0,6.282285919E0,9.737587000E0
3.963988292E0,1.211580505E0,7.545958099E0,6.207291870E0,9.845805367E0
3.973994292E0,-8.292755127E-2,9.310638428E0,1.077818665E1,1.424303943E1
3.984000292E0,2.088906097E0,1.175370804E1,1.682980225E1,2.063384174E1
3.994006292E0,7.951464844E0,1.673280396E1,2.251078857E1,2.915386979E1
4.004012292E0,1.661679520E1,2.233909561E1,2.773327835E1,3.929742744E1
4.014018292E0,2.428025894E1,2.562386490E1,3.264995407E1,4.808464336E1
4.024024292E0,2.810764984E1,2.475058090E1,3.871953232E1,5.386866824E1
4.034030292E0,2.675955322E1,1.994257919E1,4.468762161E1,5.577422056E1
4.044036292E0,2.256078461E1,1.493758713E1,4.885750031E1,5.584958234E1
4.054042292E0,1.775592636E1,8.740623779E0,4.904476089E1,5.288723850E1
4.064048292E0,1.399858978E1,1.915566559E0,4.423166977E1,4.643350646E1
4.074054292E0,1.125060425E1,-3.254681854E0,3.611300262E1,3.796469424E1
4.084060292E0,8.966504059E0,-7.350464630E0,2.676988174E1,2.917283143E1
4.094066292E0,5.763913879E0,-1.092398346E1,1.703053482E1,2.103794748E1
4.104072292E0,2.609673157E0,-1.300405792E1,8.483159180E0,1.574420230E1
4.114078292E0,9.380992126E-1,-1.464554443E1,1.885030060E0,1.479612585E1
4.124084292E0,-1.992356873E-1,-1.604633148E1,-4.099824371E0,1.656300120E1
4.134090292E0,-2.762804718E0,-1.697110840E1,-9.619446259E0,1.970242007E1
4.144096292E0,-6.435866547E0,-1.710597794E1,-1.370714584E1,2.284558396E1
4.154102292E0,-9.183702393E0,-1.649614609E1,-1.532632874E1,2.431788597E1
4.164108292E0,-9.771529999E0,-1.536494843E1,-1.467159027E1,2.338418268E1
4.174114292E0,-8.690627747E0,-1.390084305E1,-1.326077408E1,2.108574346E1
4.184120292E0,-7.515271912E0,-1.251831802E1,-1.245679596E1,1.919269037E1
4.194126292E0,-6.815477142E0,-1.147064667E1,-1.200743042E1,1.795006543E1
4.204132292E0,-5.796546021E0,-1.048015640E1,-1.137140305E1,1.651491542E1
4.214138292E0,-4.137246552E0,-9.371412048E0,-1.087323898E1,1.493879174E1
4.224144292E0,-2.931803284E0,-8.456364899E0,-1.031055908E1,1.365332217E1
4.234149292E0,-2.466570740E0,-7.587272186E0,-9.981543274E0,1.277817970E1
4.244156292E0,-2.144290924E0,-6.952891388E0,-9.612859955E0,1.205602583E1
4.254161292E0,-1.746118927E0,-6.527625732E0,-9.035061493E0,1.128233864E1
4.264167292E0,-1.315165100E0,-6.076314240E0,-8.684490509E0,1.068043208E1
4.274173292E0,-6.667135620E-1,-5.657185822E0,-8.504265289E0,1.023576018E1
4.284179292E0,-1.778302002E-1,-5.534590759E0,-8.665629730E0,1.028379585E1
4.294185292E0,-1.017883301E-1,-5.637726288E0,-8.891210632E0,1.052843507E1
4.304191292E0,-1.829196167E-1,-5.854924622E0,-9.119485931E0,1.083875572E1
4.314197292E0,-5.345384216E-1,-6.475084991E0,-9.993967438E0,1.192022827E1
4.324203292E0,-1.051862640E0,-7.177424469E0,-1.092847412E1,1.311691212E1
4.334209292E0,-1.542093201E0,-7.995922394E0,-1.212194229E1,1.460322948E1
4.344215292E0,-7.861651611E-1,-9.531728668E0,-1.344623840E1,1.650070405E1
4.354221292E0,-1.122665405E-2,-1.108325226E1,-1.177346695E1,1.616951238E1
4.364227292E0,8.487350464E-2,-1.191791656E1,-6.143524475E0,1.340846120E1
4.374233292E0,-1.381626892E-1,-1.200398758E1,2.498454437E0,1.226201783E1
4.384239292E0,1.533710632E0,-1.057251434E1,1.229034210E1,1.628443542E1
4.394245292E0,6.854096832E0,-7.670948181E0,2.302032898E1,2.521423478E1
4.404251292E0,1.301513489E1,-3.673361206E0,3.316593109E1,3.581712305E1
4.414257292E0,1.922586960E1,3.077600098E-1,4.047672821E1,4.481176525E1
4.424263292E0,2.433100342E1,4.755311279E0,4.589650772E1,5.216416523E1
4.434269292E0,2.127435974E1,7.997419281E0,4.824871628E1,5.333381404E1
4.444275292E0,1.162781982E1,7.245532837E0,4.564488098E1,4.765667949E1
4.454281292E0,3.968547363E0,4.930596771E0,4.020983322E1,4.070492403E1
4.464287292E0,1.039288788E0,4.515959015E0,3.566109238E1,3.596091651E1
4.474293292E0,1.179846497E0,5.011278992E0,3.133583679E1,3.175593838E1
4.484299292E0,1.810185699E0,4.999154205E0,2.644790131E1,2.697702353E1
4.494305292E0,1.394350433E0,5.049000549E0,2.256542496E1,2.316538416E1
4.504311292E0,7.162605286E-1,4.927902374E0,1.924952042E1,1.988319107E1
4.514317292E0,7.746391296E-1,4.727169800E0,1.598705475E1,1.668928158E1
4.524323292E0,9.812095642E-1,4.855153656E0,1.318787567E1,1.408741829E1
4.534329292E0,1.355581055E0,5.196443939E0,1.077489349E1,1.203905974E1
4.544335292E0,2.270328827E0,5.583838348E0,8.700058136E0,1.058417003E1
4.554341292E0,2.935545502E0,5.904471588E0,6.976542206E0,9.599601725E0
4.564347292E0,2.853965149E0,5.995931396E0,5.880222015E0,8.869798269E0
4.574353292E0,2.349963226E0,5.928870850E0,5.641917572E0,8.514990934E0
4.584359292E0,2.003583527E0,5.844745789E0,6.110892334E0,8.690132646E0
4.594365292E0,1.969753876E0,5.755381622E0,6.838379517E0,9.152474112E0
4.604370292E0,1.819167023E0,5.660478973E0,7.002288666E0,9.185991369E0
4.614376292E0,1.714684296E0,5.730383606E0,6.624624023E0,8.925417747E0
4.624382292E0,1.662742310E0,5.631589050E0,6.511010284E0,8.767711340E0
4.634388292E0,1.436862030E0,5.347629547E0,6.779252472E0,8.753283861E0
4.644394292E0,1.086440735E0,4.992418213E0,6.879843292E0,8.569529556E0
4.654400292E0,7.776329041E-1,4.492906952E0,6.999594269E0,8.353756385E0
4.664406292E0,6.117778015E-1,4.107009430E0,7.469018097E0,8.545643912E0
4.674412292E0,8.253836060E-1,3.957320709E0,8.181386719E0,9.125608688E0
4.684418292E0,1.357227631E0,4.003125458E0,8.920549622E0,9.871336577E0
4.694424292E0,1.942211151E0,4.096830597E0,9.215885468E0,1.027077164E1
4.704430292E0,2.407892761E0,4.175566864E0,9.097481689E0,1.029550772E1
4.714436292E0,2.753374329E0,4.376000061E0,8.979377289E0,1.036145083E1
4.724442292E0,2.881807251E0,4.489164734E0,8.828491058E0,1.031502144E1
4.734448292E0,2.981499939E0,4.512815552E0,8.837023315E0,1.036087965E1
4.744454292E0,3.732188873E0,4.437222748E0,1.036624329E1,1.187759148E1
4.754460292E0,2.719394989E0,4.978646851E0,1.008078690E1,1.156738078E1
4.764466292E0,2.100132751E0,4.735252991E0,9.323511658E0,1.066588243E1
4.774472292E0,2.427651672E0,4.439468079E0,8.793164520E0,1.014505356E1
4.784478292E0,2.099384308E0,4.872367859E0,7.712561646E0,9.361142567E0
4.794484292E0,1.988764343E0,5.036875763E0,7.387138367E0,9.159427619E0
4.804490292E0,2.280058594E0,4.982987823E0,7.907606049E0,9.620762353E0
4.814496292E0,2.721490631E0,5.079986115E0,8.178392944E0,1.000494284E1
4.824502292E0,3.180885315E0,5.348527679E0,8.143515472E0,1.024898161E1
4.834508292E0,3.790717163E0,5.585634613E0,8.246800690E0,1.065732482E1
4.844514375E0,4.246519318E0,5.706134033E0,8.188122711E0,1.084611661E1
4.854520375E0,4.424499207E0,5.703439636E0,8.051756287E0,1.081370409E1
4.864526375E0,4.388124847E0,5.581293640E0,7.971373444E0,1.067470248E1
4.874532375E0,4.194277954E0,5.470224609E0,7.955955505E0,1.052675415E1
4.884538375E0,3.874093781E0,5.306016083E0,7.897876282E0,1.027321075E1
4.894544375E0,3.495680695E0,5.134772186E0,7.879464569E0,1.003352534E1
4.904550375E0,3.188220062E0,4.941673737E0,7.805518341E0,9.772973092E0
4.914556375E0,2.960393829E0,4.780608673E0,7.732170868E0,9.560576198E0
4.924562375E0,2.854414215E0,4.707111511E0,7.625592499E0,9.405011443E0
4.934568375E0,2.815644836E0,4.641098785E0,7.412735138E0,9.187834130E0
4.944574375E0,2.831661530E0,4.649181976E0,7.273973694E0,9.085366991E0
4.954580375E0,2.972069550E0,4.754263458E0,7.320526886E0,9.220972418E0
4.964586375E0,3.132386169E0,4.800966339E0,7.500153351E0,9.439990529E0
4.974591375E0,3.150199127E0,4.781656494E0,7.573500824E0,9.494519898E0
4.984597375E0,3.149899750E0,4.766837311E0,7.548053741E0,9.466663703E0
4.994603375E0,3.116219788E0,4.785398712E0,7.550748138E0,9.467030371E0
5.004609375E0,3.023562469E0,4.830754395E0,7.596403198E0,9.496497227E0
5.014615375E0,2.932551727E0,4.815635834E0,7.596403198E0,9.460208754E0
5.024621375E0,2.834505615E0,4.754413147E0,7.759863281E0,9.531754539E0
5.034627375E0,2.794688416E0,4.750521240E0,8.005502472E0,9.719352099E0
5.044633375E0,2.820434875E0,4.791985016E0,8.030650177E0,9.767769220E0
5.054639375E0,2.955454102E0,4.805307312E0,7.970924377E0,9.765312219E0
5.064645375E0,2.994223480E0,4.856650543E0,7.873626709E0,9.723498666E0
5.074651375E0,2.968776398E0,4.884792023E0,7.749235382E0,9.629406805E0
5.084657375E0,2.894081726E0,4.837490387E0,7.732170868E0,9.568881262E0
5.094663375E0,2.843936005E0,4.817731476E0,7.778574371E0,9.581478374E0
5.104669375E0,2.833308105E0,4.832850037E0,7.860454102E0,9.652502939E0
5.114675375E0,2.866389313E0,4.820276184E0,7.991731110E0,9.763145820E0
5.124681375E0,2.828069000E0,4.797074432E0,8.019722900E0,9.763495930E0
5.134687375E0,2.883004761E0,4.753664703E0,8.028404846E0,9.765466140E0
5.144693375E0,2.922073517E0,4.710554352E0,8.046517181E0,9.771093833E0
5.154699375E0,3.003354492E0,4.774770813E0,8.104596405E0,9.874363646E0
5.164705375E0,3.281625824E0,4.846022644E0,8.204887848E0,1.007835245E1
5.174711375E0,3.510050812E0,4.927004242E0,8.242010651E0,1.022382351E1
5.184717375E0,3.554208984E0,4.970863037E0,8.142617340E0,1.018057454E1
5.194723375E0,3.553460541E0,4.967120819E0,7.976462860E0,1.004606046E1
5.204729375E0,3.480113068E0,4.951253815E0,7.871082001E0,9.928747814E0
5.214735375E0,3.404819641E0,4.880750427E0,7.351662140E0,9.458406723E0
5.224741375E0,3.326831818E0,4.877606964E0,7.936945038E0,9.892115859E0
5.234747375E0,3.182831268E0,4.845723267E0,8.470884705E0,1.026485930E1
5.244753375E0,3.016227722E0,4.749772797E0,8.720116425E0,1.037778405E1
5.254759375E0,2.895578613E0,4.720134430E0,8.775501251E0,1.037658261E1
