"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.488788333E-1,-7.096891937E0,-9.769733734E0,-6.344855804E0,1.364077592E1
4.588888333E-1,-6.910379791E0,-8.688981171E0,-6.780449982E0,1.300869880E1
4.688978333E-1,-7.752678223E0,-7.970924377E0,-6.987619171E0,1.313264927E1
4.789078333E-1,-8.463549957E0,-7.626490631E0,-6.827601929E0,1.328198725E1
4.889178333E-1,-8.925788727E0,-7.182364197E0,-6.635700989E0,1.323965964E1
4.989268333E-1,-8.789122925E0,-6.705755310E0,-6.918462982E0,1.304150935E1
5.089370833E-1,-8.209528198E0,-6.457571411E0,-7.497159576E0,1.285705967E1
5.189470833E-1,-7.757318573E0,-6.401138763E0,-7.754175110E0,1.269951970E1
5.289560833E-1,-7.490273895E0,-6.119873657E0,-7.418423309E0,1.218975229E1
5.389660833E-1,-7.037016449E0,-6.109994202E0,-7.660170593E0,1.206357506E1
5.489750833E-1,-6.930737457E0,-6.418053589E0,-8.354426880E0,1.261043148E1
5.589850833E-1,-6.886130219E0,-6.599476318E0,-8.065827026E0,1.249117459E1
5.689950833E-1,-6.445895691E0,-6.672823792E0,-7.200925598E0,1.174433813E1
5.790040833E-1,-5.706433411E0,-6.969955902E0,-6.227948914E0,1.095130199E1
5.890140833E-1,-5.018314362E0,-7.471413116E0,-5.152435455E0,1.037078030E1
5.990240833E-1,-4.583917694E0,-7.855514374E0,-4.623734894E0,1.020295702E1
6.090330833E-1,-4.102369080E0,-8.008047180E0,-4.266278229E0,9.957880378E0
6.190430833E-1,-3.607049103E0,-8.255782013E0,-4.065246277E0,9.884076445E0
6.290530833E-1,-2.694097595E0,-8.593928833E0,-4.011807404E0,9.859430677E0
6.390620833E-1,-1.506916351E0,-8.878936157E0,-3.609893188E0,9.702454999E0
6.490720833E-1,-4.748126221E-1,-8.786877594E0,-2.902464294E0,9.266011216E0
6.590820833E-1,9.180409241E-1,-9.142537994E0,-2.690654755E0,9.574362805E0
6.690910833E-1,2.305505676E0,-1.027747787E1,-1.542392578E0,1.064522817E1
6.791010833E-1,1.881587219E0,-1.113758926E1,1.679208069E0,1.141954486E1
6.891110833E-1,2.342628479E-1,-1.179966248E1,5.141657867E0,1.287336627E1
6.991200833E-1,-1.675465851E0,-1.172676407E1,7.799381104E0,1.418289558E1
7.091300833E-1,-2.374961243E0,-9.730664978E0,1.176343781E1,1.545007284E1
7.191400833E-1,1.616189117E0,-6.273603973E0,1.817310883E1,1.929331642E1
7.291490833E-1,1.217942276E1,-1.338815918E0,2.830044891E1,3.083903655E1
7.391590833E-1,2.348256775E1,6.735992432E0,3.949491989E1,4.643978122E1
7.491690833E-1,2.890174850E1,1.485989868E1,4.415487946E1,5.482500374E1
7.591780833E-1,2.881462967E1,1.952210358E1,4.092280060E1,5.372216507E1
7.691880833E-1,2.618385040E1,2.088861191E1,3.422333221E1,4.788699821E1
7.791980833E-1,2.260539185E1,2.081137253E1,2.748464539E1,4.122526772E1
7.892070833E-1,1.878713196E1,2.036589890E1,2.279399963E1,3.587885985E1
7.992170833E-1,1.589604401E1,1.931807785E1,2.044897614E1,3.231149907E1
8.092260833E-1,1.358410172E1,1.796923279E1,2.003718246E1,3.014813141E1
8.192360833E-1,1.198886902E1,1.639795029E1,2.081661163E1,2.908534122E1
8.292460833E-1,1.058419006E1,1.497710495E1,2.149215683E1,2.825334595E1
8.392550833E-1,9.120084686E0,1.355895401E1,2.083681961E1,2.648007232E1
8.492650833E-1,7.937244415E0,1.212224167E1,1.879252075E1,2.372988471E1
8.592750833E-1,6.898554382E0,1.095631622E1,1.619646927E1,2.073539328E1
8.692840833E-1,5.728287964E0,9.892328796E0,1.379246841E1,1.791378344E1
8.792940833E-1,4.586312714E0,8.924291840E0,1.168200714E1,1.539956298E1
8.893040833E-1,3.783083038E0,8.362510071E0,9.702972565E0,1.335630819E1
8.993130833E-1,3.206781464E0,7.975714417E0,7.414381714E0,1.135202731E1
9.093230833E-1,2.525997162E0,7.489076385E0,5.259313202E0,9.493540021E0
9.193330833E-1,1.880389709E0,7.107968903E0,3.919000397E0,8.331725601E0
9.293420833E-1,1.437161407E0,6.769373016E0,3.595972137E0,7.798772952E0
9.393520833E-1,1.137783966E0,6.508315887E0,4.013004913E0,7.730261087E0
9.493620833E-1,1.055904236E0,6.401887207E0,4.673730927E0,7.996427599E0
9.593710833E-1,1.142424316E0,6.330186310E0,5.358856201E0,8.372199939E0
9.693810833E-1,1.285826111E0,6.289620667E0,5.851631470E0,8.686441606E0
9.793910833E-1,1.416354675E0,6.237978058E0,6.116430817E0,8.850376080E0
9.894000833E-1,1.593286743E0,6.231691132E0,6.193670197E0,8.929394577E0
9.994100833E-1,1.726060638E0,6.362070007E0,5.971532135E0,8.894628500E0
1.009420083E0,1.688339081E0,6.440207520E0,5.492677917E0,8.631122317E0
1.019429083E0,1.590742035E0,6.455326080E0,5.059927826E0,8.354912604E0
1.029439083E0,1.528770905E0,6.458319855E0,4.622986450E0,8.088203728E0
1.039448083E0,1.490001526E0,6.464008026E0,4.416865082E0,7.969454276E0
1.049458083E0,1.516197052E0,6.495891724E0,4.670288086E0,8.142914318E0
1.059468083E0,1.578467560E0,6.583160248E0,5.005590820E0,8.419352597E0
1.069477083E0,1.709594879E0,6.678811340E0,5.342989197E0,8.722199787E0
1.079487083E0,1.893712006E0,6.877747650E0,5.791606293E0,9.188702920E0
1.089497083E0,2.131567383E0,7.041207733E0,6.059399414E0,9.530923728E0
1.099506083E0,2.314037933E0,7.154372406E0,6.139482880E0,9.707371741E0
1.109516083E0,2.346520386E0,7.245682526E0,6.131998444E0,9.777907654E0
1.119526083E0,2.325414276E0,7.323820038E0,6.163433075E0,9.850573525E0
1.129535083E0,2.342329102E0,7.385791168E0,6.230643311E0,9.942702493E0
1.139545083E0,2.324216766E0,7.376360779E0,6.219117279E0,9.924217936E0
1.149555083E0,3.046315155E0,7.507937164E0,7.349716187E0,1.093926344E1
1.159564083E0,2.783461761E0,7.767198029E0,7.004533997E0,1.082314747E1
1.169574083E0,2.349813538E0,7.667056274E0,6.411018219E0,1.026676824E1
1.179584083E0,2.901715851E0,7.617658997E0,6.965914307E0,1.072252981E1
1.189593083E0,2.153122559E0,7.473957825E0,6.530619507E0,1.015603138E1
1.199603083E0,1.716480560E0,7.160060577E0,6.962471466E0,1.013354735E1
1.209612083E0,1.245859222E0,6.808591461E0,7.417674866E0,1.014549079E1
1.219622083E0,8.065228271E-1,6.623276825E0,7.549251251E0,1.007519079E1
1.229632083E0,5.807922363E-1,6.593039703E0,7.607180786E0,1.008338691E1
1.239641083E0,4.547543335E-1,6.572831726E0,7.697143707E0,1.013187740E1
1.249651083E0,4.540058899E-1,6.567442932E0,7.701784058E0,1.013187572E1
1.259661083E0,6.471043396E-1,6.594386902E0,7.654183044E0,1.012379379E1
1.269670083E0,7.084767151E-1,6.638245697E0,7.564519501E0,1.008911297E1
1.279680083E0,6.944059753E-1,6.657405853E0,7.375762024E0,9.960176594E0
1.289690083E0,6.650669861E-1,6.723568268E0,7.113208008E0,9.810525598E0
1.299699083E0,6.683601379E-1,6.736890564E0,6.827601929E0,9.615016788E0
1.309709083E0,6.364764404E-1,6.676715698E0,6.636748810E0,9.435574680E0
1.319719083E0,5.137316895E-1,6.636898499E0,6.499783630E0,9.303737376E0
1.329728083E0,4.685256958E-1,6.553671570E0,6.397995300E0,9.170848992E0
1.339738083E0,5.007087708E-1,6.467750244E0,6.383774872E0,9.101378143E0
1.349747083E0,4.520599365E-1,6.414910126E0,6.395600281E0,9.069682081E0
1.359757083E0,3.354524231E-1,6.365512848E0,6.419400787E0,9.046600943E0
1.369767083E0,3.107537842E-1,6.343059540E0,6.517446899E0,9.099894852E0
1.379776083E0,3.168910217E-1,6.344556427E0,6.556515656E0,9.129168293E0
1.389786083E0,3.613485718E-1,6.357279968E0,6.412515106E0,9.036920458E0
1.399796083E0,4.114942932E-1,6.349795532E0,6.181096344E0,8.871030541E0
1.409805083E0,4.071533203E-1,6.500083008E0,6.184239807E0,8.981184495E0
1.419815083E0,4.483177185E-1,6.706952820E0,6.424190826E0,9.298087582E0
1.429825083E0,4.793032837E-1,6.735842743E0,6.528374176E0,9.392602327E0
1.439834083E0,4.834945679E-1,6.674170990E0,6.657555542E0,9.439352266E0
1.449844083E0,4.035607910E-1,6.517147522E0,6.758146362E0,9.397266379E0
1.459854083E0,5.355862427E-1,6.297853546E0,6.758745117E0,9.253672107E0
1.469863083E0,7.527845764E-1,6.124364319E0,6.659651184E0,9.078847770E0
1.479873083E0,1.066382446E0,5.938450928E0,6.877597961E0,9.148973968E0
1.489883083E0,1.033450928E0,6.182892609E0,7.311545563E0,9.630933514E0
1.499892083E0,6.222560120E-1,6.429429932E0,7.577243042E0,9.956876212E0
1.509902583E0,1.856140137E-2,6.553671570E0,7.785160675E0,1.017642778E1
1.519911583E0,-2.877017212E-1,6.665339355E0,7.878416748E0,1.032370919E1
1.529921583E0,-4.974156189E-1,6.810687103E0,7.943082275E0,1.047499103E1
1.539931583E0,-6.873706055E-1,7.055278473E0,7.798632660E0,1.053888533E1
1.549940583E0,-7.141648865E-1,7.155120850E0,7.390880585E0,1.031168762E1
1.559950583E0,-5.553451538E-1,7.013365631E0,7.054380341E0,9.962930679E0
1.569960583E0,-3.076103210E-1,6.796616364E0,6.966962128E0,9.737924799E0
1.579969583E0,-1.076261902E-1,6.661447449E0,7.082821198E0,9.723827519E0
1.589979583E0,-6.541397095E-2,6.531218262E0,7.371870117E0,9.849140064E0
1.599989583E0,-7.918533325E-2,6.378535767E0,7.545059967E0,9.880279285E0
1.609998583E0,-1.124162292E-1,6.184688873E0,7.496261444E0,9.718896517E0
1.620008583E0,-7.948471069E-2,6.177952881E0,7.433092804E0,9.665624049E0
1.630018583E0,2.409988403E-2,6.316864014E0,7.462282104E0,9.776963024E0
1.640027583E0,8.906478882E-2,6.346951447E0,7.503296814E0,9.828081617E0
1.650037583E0,-1.501377869E-1,6.504873047E0,7.370822296E0,9.831832791E0
1.660046583E0,-4.070036316E-1,6.646628265E0,7.018305359E0,9.674705647E0
1.670056583E0,-4.466711426E-1,6.505172424E0,6.823260956E0,9.437885009E0
1.680066583E0,-3.514691162E-1,6.267766113E0,6.758894806E0,9.224482727E0
1.690075583E0,-1.528321838E-1,6.144272919E0,6.984326019E0,9.303561540E0
1.700085583E0,3.053649902E-1,6.087540894E0,7.175478516E0,9.414823091E0
1.710095583E0,2.281256104E0,6.015839996E0,6.797215118E0,9.359305190E0
1.720104583E0,7.075785828E-1,4.880900116E0,8.114176483E0,9.495457514E0
1.730114583E0,-5.891748047E-1,4.995262299E0,8.841214600E0,1.017186551E1
1.740124583E0,1.060095520E0,6.049220581E0,7.676336975E0,9.830718260E0
1.750133583E0,2.692900085E-1,5.786516876E0,8.097411346E0,9.956121995E0
1.760143583E0,-1.176553345E-1,5.738766174E0,8.027207336E0,9.868299631E0
1.770153583E0,-7.146139526E-1,6.234235840E0,7.640261993E0,9.886858598E0
1.780162583E0,-2.127076721E0,7.289840698E0,7.047644348E0,1.036028589E1
1.790172583E0,-2.490071869E0,7.936196594E0,6.710096283E0,1.068686420E1
1.800181583E0,-1.275946655E0,7.517666931E0,6.756649475E0,1.018801591E1
1.810191583E0,-1.872605896E-1,7.017856293E0,7.106921082E0,9.989679711E0
1.820201583E0,3.740721130E-1,6.811136169E0,7.437733154E0,1.009214449E1
1.830210583E0,5.391787720E-1,6.635551300E0,7.627089386E0,1.012391956E1
1.840220583E0,3.746708679E-1,6.408772888E0,7.814948730E0,1.011366263E1
1.850230583E0,1.131646729E-1,6.289021912E0,8.364306335E0,1.046547769E1
1.860239583E0,6.451583862E-2,6.354585571E0,8.749754791E0,1.081402464E1
1.870249583E0,2.799179077E-1,6.315816193E0,8.286767578E0,1.042297487E1
1.880259583E0,-2.016307068E-1,5.235812073E0,7.971672821E0,9.539494251E0
1.890268583E0,-5.849835205E-1,3.927083588E0,7.554190979E0,8.534049014E0
1.900278583E0,7.586224365E-1,6.587351532E0,7.546706543E0,1.004596874E1
1.910287583E0,1.098864899E0,8.751551056E0,7.161407776E0,1.136146607E1
1.920297583E0,4.457730103E-1,8.290360107E0,6.250102844E0,1.039194736E1
1.930307583E0,6.170169067E-1,7.939639435E0,5.901777191E0,9.912091517E0
1.940316583E0,7.006929016E-1,7.793243866E0,6.264023895E0,1.002315399E1
1.950326583E0,5.852828979E-2,6.941515045E0,6.631360016E0,9.600155850E0
1.960336583E0,-2.805166626E-1,6.433022461E0,7.063661041E0,9.558126118E0
1.970345583E0,-3.779640198E-1,6.307733002E0,7.446265411E0,9.766126202E0
1.980355583E0,-5.351371765E-1,5.953419800E0,7.542814636E0,9.624117193E0
1.990365583E0,-7.807763672E-1,5.330115967E0,7.339836731E0,9.104556617E0
2.000374583E0,-7.794291687E-1,5.600004730E0,7.491471405E0,9.385611681E0
2.010384583E0,-3.209326172E-1,6.686146088E0,7.839497681E0,1.030850480E1
2.020394583E0,-8.547225952E-2,7.011120300E0,7.677085419E0,1.039715124E1
2.030403583E0,-5.373825073E-2,6.742129669E0,7.080126801E0,9.776880678E0
2.040413583E0,-6.017486572E-2,6.485563202E0,6.469546509E0,9.160850566E0
2.050422583E0,-2.477348328E-1,6.535110168E0,6.117927704E0,8.955337897E0
2.060432583E0,-4.327500916E-1,6.570586395E0,6.052962799E0,8.944173347E0
2.070442583E0,-3.293151855E-1,6.580465851E0,6.174959106E0,9.030011034E0
2.080451583E0,-1.007405090E-1,6.669979706E0,6.492448883E0,9.308634187E0
2.090461583E0,8.831634521E-3,6.694079590E0,6.692582703E0,9.465803864E0
2.100471583E0,1.799258423E-1,6.707551575E0,6.709647217E0,9.489098335E0
2.110480583E0,4.769082642E-1,6.650220795E0,7.145391083E0,9.772895775E0
2.120490583E0,5.628295898E-1,6.549330597E0,6.925797729E0,9.548674390E0
2.130500583E0,2.951861572E-1,6.345304871E0,6.606062622E0,9.164610856E0
2.140509583E0,8.666976929E-2,6.223757629E0,6.802454224E0,9.220415074E0
2.150519583E0,1.375639343E-1,6.453679504E0,7.069947968E0,9.573560845E0
2.160528583E0,1.068777466E-1,6.562652893E0,7.219936066E0,9.757423463E0
2.170538583E0,1.981878662E-1,6.600075073E0,7.373367004E0,9.897818466E0
2.180548583E0,6.132746887E-1,6.681056671E0,7.581134949E0,1.012354835E1
2.190557583E0,1.363963623E0,6.787335663E0,7.738906860E0,1.038359290E1
2.200567583E0,1.923799438E0,6.938820648E0,7.753726044E0,1.058151709E1
2.210577583E0,1.698218536E0,7.094197540E0,7.757468262E0,1.064846932E1
2.220586583E0,1.028361511E0,7.029232635E0,7.749983826E0,1.051331956E1
2.230596583E0,6.691085815E-1,6.750362549E0,7.671996002E0,1.024083119E1
2.240606583E0,5.358856201E-1,6.562203827E0,7.633975067E0,1.008103506E1
2.250615583E0,3.270698547E-1,6.496939545E0,7.638016663E0,1.003277114E1
2.260625583E0,1.519340515E-1,6.532266083E0,7.623496857E0,1.004048248E1
2.270634583E0,2.427951050E-1,6.618486786E0,7.616461487E0,1.009325529E1
2.280644583E0,5.427713013E-1,6.701414337E0,7.578590240E0,1.013107027E1
2.290654583E0,7.146139526E-1,6.751560059E0,7.559430084E0,1.016067023E1
2.300663583E0,8.220904541E-1,6.774761810E0,7.589367828E0,1.020645552E1
2.310673583E0,7.744894409E-1,6.761289825E0,7.559430084E0,1.017152187E1
2.320683583E0,6.270460510E-1,6.704108734E0,7.479645996E0,1.006396368E1
2.330692583E0,5.435197449E-1,6.705904999E0,7.421716461E0,1.001730756E1
2.340702583E0,6.008505249E-1,6.777755585E0,7.429051208E0,1.007421431E1
2.350711583E0,6.888674927E-1,6.810238037E0,7.326813812E0,1.002676823E1
2.360721583E0,8.210426331E-1,6.862928467E0,7.147486725E0,9.942859982E0
2.370731583E0,9.764195251E-1,6.909930725E0,7.028633881E0,9.904657084E0
2.380740583E0,1.007554779E0,6.927444305E0,6.884184265E0,9.818179273E0
2.390750583E0,9.855505371E-1,6.943161621E0,6.804100800E0,9.771110011E0
2.400760583E0,9.068142700E-1,6.937024384E0,6.824608154E0,9.773428052E0
2.410769583E0,8.321195984E-1,6.913074188E0,6.923402710E0,9.819191557E0
2.420779583E0,9.562115479E-1,6.968009949E0,7.161707153E0,1.003780616E1
2.430789583E0,1.121168518E0,7.006330261E0,7.311695251E0,1.018855093E1
2.440798583E0,1.045575714E0,7.118147736E0,7.393724670E0,1.031641509E1
2.450808583E0,9.731263733E-1,7.436086578E0,7.549101563E0,1.064101936E1
2.460817583E0,1.113384705E0,7.659122772E0,7.554190979E0,1.081515550E1
2.470827583E0,1.403930511E0,7.779921570E0,7.543862457E0,1.092739957E1
2.480837583E0,1.736389160E0,7.907905426E0,7.603438568E0,1.110685795E1
2.490846583E0,1.891915741E0,7.987839203E0,7.642058258E0,1.121543466E1
2.500856583E0,1.852547607E0,8.064330139E0,7.567064209E0,1.121275229E1
2.510866333E0,1.695823517E0,8.069269867E0,7.413633270E0,1.108832232E1
2.520875333E0,1.421743469E0,7.961493988E0,7.207811279E0,1.083324903E1
2.530885333E0,1.091979218E0,7.862849121E0,7.083120575E0,1.063895728E1
2.540895333E0,7.714956665E-1,7.743996277E0,7.125931549E0,1.055194695E1
2.550904333E0,4.806504822E-1,7.572453003E0,7.264094238E0,1.050429124E1
2.560914333E0,2.197430420E-1,7.366331635E0,7.371271362E0,1.042337614E1
2.570923333E0,1.281335449E-1,7.427404633E0,7.308851166E0,1.042123136E1
2.580933333E0,1.330732727E-1,7.708370361E0,7.003635864E0,1.041573797E1
2.590943333E0,-2.561174011E-1,7.757168884E0,6.345155182E0,1.002498177E1
2.600952333E0,-1.417552185E0,7.558232574E0,5.609285431E0,9.518425127E0
2.610962333E0,-3.042423248E0,7.271578674E0,5.460045776E0,9.588758810E0
2.620972333E0,-3.347189484E0,7.176676025E0,5.898034973E0,9.873964389E0
2.630981333E0,-1.550924835E0,7.838749237E0,6.897955627E0,1.055619009E1
2.640991333E0,1.918111267E0,9.470655670E0,8.106093292E0,1.261274031E1
2.651000333E0,6.596781921E0,1.147678391E1,8.868757324E0,1.593389334E1
2.661010333E0,1.119985977E1,1.333561844E1,8.958420868E0,1.958389345E1
2.671020333E0,1.436248306E1,1.442370575E1,7.897277527E0,2.183325902E1
2.681029333E0,1.558843369E1,1.483130814E1,8.118367767E0,2.299727943E1
2.691039333E0,1.608016113E1,1.471934097E1,9.666149139E0,2.384669830E1
2.701049333E0,1.750130585E1,1.392584106E1,9.147477722E0,2.416404570E1
2.711058333E0,1.878907791E1,1.291409500E1,5.751639404E0,2.351349941E1
2.721068333E0,1.916988602E1,1.265902542E1,1.704655151E0,2.303565288E1
2.731078333E0,2.082649109E1,1.343276642E1,-1.551822968E0,2.483123233E1
2.741087333E0,2.551893311E1,1.641860733E1,-3.120111694E0,3.050445395E1
2.751097333E0,3.227019379E1,2.188523941E1,-2.164648590E0,3.905143806E1
2.761106333E0,4.007241898E1,2.806678482E1,-3.083437958E0,4.902092168E1
2.771116333E0,4.604724426E1,3.287927719E1,-1.102173019E1,5.764437622E1
2.781126333E0,5.180606873E1,3.344644775E1,-2.048145859E1,6.497710189E1
2.791135333E0,5.729066345E1,3.126518372E1,-2.310086151E1,6.923425189E1
2.801145333E0,6.139752319E1,2.587983261E1,-1.715881805E1,6.880295508E1
2.811155333E0,6.487389404E1,1.549906952E1,-6.878196716E0,6.705335841E1
2.821164333E0,6.466507828E1,9.163943481E-1,3.681294708E0,6.477626153E1
2.831174333E0,5.862708435E1,-1.535521866E1,1.338097412E1,6.206422664E1
2.841184333E0,5.011772964E1,-2.959810043E1,2.151700516E1,6.205494247E1
2.851193333E0,4.203768219E1,-4.058689911E1,2.632021683E1,6.408757225E1
2.861203333E0,3.430296661E1,-4.828119873E1,2.939227844E1,6.611863354E1
2.871212333E0,2.795182388E1,-5.275988525E1,3.132625671E1,6.742584304E1
2.881222333E0,2.397698959E1,-5.702706161E1,2.876208893E1,6.822198726E1
2.891232333E0,1.625754227E1,-6.063830200E1,2.261826508E1,6.673003271E1
2.901241333E0,3.936963043E0,-6.239355194E1,9.616751862E0,6.325295976E1
2.911251333E0,-1.104942261E1,-6.251884140E1,-7.366481323E0,6.391369428E1
2.921261333E0,-2.548016373E1,-6.086223633E1,-1.780532364E1,6.834091091E1
2.931270333E0,-3.701308090E1,-5.721267563E1,-2.135983200E1,7.141078934E1
2.941280333E0,-4.022450272E1,-5.332391235E1,-1.719189926E1,6.897109284E1
2.951289333E0,-3.889676376E1,-5.077201904E1,-9.924511871E0,6.472443190E1
2.961299333E0,-3.562471802E1,-4.746270081E1,-5.399272156E0,5.959010523E1
2.971309333E0,-3.001767792E1,-4.483536438E1,-5.153632965E0,5.420176030E1
2.981318333E0,-2.131597321E1,-4.262925201E1,-6.816824341E0,4.814657761E1
2.991328333E0,-1.135448822E1,-4.136692703E1,-8.990304565E0,4.382890178E1
3.001338333E0,-5.642067261E0,-4.071069168E1,-1.179382462E1,4.275848032E1
3.011347333E0,-1.825004883E0,-4.058016312E1,-1.350805984E1,4.280826979E1
3.021357333E0,1.319057007E0,-4.120256882E1,-1.366448456E1,4.342936480E1
3.031366333E0,4.467459869E0,-4.215024811E1,-1.081291443E1,4.374380792E1
3.041376333E0,8.188721466E0,-4.396357727E1,-5.048102417E0,4.500371789E1
3.051386333E0,1.278760803E1,-4.560596191E1,-2.055226135E-1,4.736527125E1
3.061395333E0,2.142030624E1,-4.608990555E1,4.444258118E0,5.101823540E1
3.071405333E0,3.211346970E1,-4.129762115E1,1.283281403E1,5.386510526E1
3.081415333E0,4.470408737E1,-3.180316498E1,2.283306839E1,5.942428580E1
3.091424333E0,5.624179459E1,-1.987836273E1,3.137101364E1,6.739754639E1
3.101434333E0,6.089277283E1,-6.268364868E0,3.420087891E1,7.012076938E1
3.111443333E0,6.053082550E1,6.475084991E0,3.262944672E1,6.906944588E1
3.121453333E0,5.911207581E1,1.932451447E1,3.452315872E1,7.113032302E1
3.131463333E0,5.856556229E1,2.974195129E1,3.870501251E1,7.624032231E1
3.141472333E0,5.520445175E1,3.302118210E1,3.918147171E1,7.532010147E1
3.151482333E0,4.745521637E1,3.118105865E1,3.666864716E1,6.759323682E1
3.161492333E0,3.881533310E1,2.735396713E1,3.339540390E1,5.805275707E1
3.171501333E0,3.323628479E1,2.324531113E1,3.093556915E1,5.100984763E1
3.181511333E0,2.929662735E1,1.922033112E1,2.914574112E1,4.557617500E1
3.191521333E0,2.500205795E1,1.508488083E1,2.544468750E1,3.873097796E1
3.201530333E0,2.020962387E1,1.128129044E1,2.080598373E1,3.112210420E1
3.211540333E0,1.543305679E1,8.351283417E0,1.747211655E1,2.476283573E1
3.221549333E0,1.207209595E1,6.415508881E0,1.472203537E1,2.009060925E1
3.231559333E0,1.047312103E1,5.118306427E0,1.147648453E1,1.635827075E1
3.241569333E0,9.390123138E0,4.356989594E0,8.216563568E0,1.321626603E1
3.251578333E0,7.763455811E0,3.983815613E0,6.396797791E0,1.081947572E1
3.261588333E0,6.028862915E0,3.875291290E0,5.993536377E0,9.342780578E0
3.271598333E0,4.558021545E0,3.796704712E0,5.901777191E0,8.367885103E0
3.281607333E0,3.436853027E0,3.816912689E0,6.099665680E0,7.974127075E0
3.291617333E0,2.696642303E0,3.914210358E0,6.569987640E0,8.109109694E0
3.301626333E0,2.300116882E0,4.016148376E0,6.814129944E0,8.237253932E0
3.311636333E0,2.399959259E0,4.351451111E0,6.381978607E0,8.088546356E0
3.321646333E0,2.558180237E0,4.761747894E0,5.575605469E0,7.765687701E0
3.331655333E0,2.610271912E0,5.264701996E0,4.926405487E0,7.668120864E0
3.341665333E0,2.759511566E0,5.616320801E0,4.276457062E0,7.579317147E0
