"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.074136250E-1,-2.191442871E-1,7.130122833E0,6.526727600E0,9.668756332E0
3.174216250E-1,-1.619631958E-1,7.154222717E0,6.575077057E0,9.718064266E0
3.274296250E-1,-2.019300842E-1,7.139104156E0,6.669680328E0,9.772012055E0
3.374366250E-1,-2.493814087E-1,7.084467773E0,6.796017609E0,9.820271384E0
3.474446250E-1,-2.034269714E-1,6.971003723E0,6.954238586E0,9.848741532E0
3.574526250E-1,-1.047821045E-1,6.855144653E0,7.173382874E0,9.922772262E0
3.674596250E-1,5.987548828E-3,6.819069672E0,7.321425018E0,1.000514924E1
3.774676250E-1,9.280700684E-2,6.902745667E0,7.389832764E0,1.011267221E1
3.874756250E-1,2.016307068E-1,6.995552673E0,7.189549255E0,1.003334593E1
3.974826250E-1,1.300794983E-1,6.981781311E0,6.734794922E0,9.701528415E0
4.074906250E-1,-3.323089600E-2,6.918313293E0,6.700965271E0,9.631567821E0
4.174986250E-1,4.894821167E-2,6.948999481E0,6.875202942E0,9.775449105E0
4.275056250E-1,1.462458801E-1,7.015161896E0,6.951095123E0,9.876821741E0
4.375136250E-1,9.624984741E-2,6.856042786E0,6.870712280E0,9.706764340E0
4.475216250E-1,3.532653809E-2,6.667884064E0,6.860683136E0,9.567178212E0
4.575286250E-1,8.711883545E-2,6.683451691E0,6.944359131E0,9.638477055E0
4.675366250E-1,2.173480225E-1,6.880741425E0,7.022945709E0,9.834307762E0
4.775446250E-1,2.600093079E-1,6.970704346E0,6.946903839E0,9.844683685E0
4.875516250E-1,1.041833496E-1,6.913822632E0,6.887327728E0,9.759461091E0
4.975596250E-1,5.029541016E-2,6.894961853E0,6.955585785E0,9.794039115E0
5.075676250E-1,1.856140137E-1,6.884333954E0,7.032226410E0,9.842800152E0
5.175746250E-1,2.392025757E-1,6.822213135E0,7.080575867E0,9.835362959E0
5.275826250E-1,1.974394226E-1,6.748715973E0,7.054829407E0,9.764976578E0
5.375906250E-1,2.020797729E-1,6.703360291E0,7.021149445E0,9.709398279E0
5.475976250E-1,2.248324585E-1,6.697372742E0,7.002138977E0,9.692022572E0
5.576056250E-1,1.420545959E-1,6.714736633E0,6.947801971E0,9.663323434E0
5.676136250E-1,1.392105103E-1,6.791227570E0,6.916217651E0,9.694030022E0
5.776206250E-1,2.197430420E-1,6.884783020E0,6.889722748E0,9.742525534E0
5.876286250E-1,2.116598511E-1,6.918912048E0,6.818021851E0,9.716046819E0
5.976366250E-1,1.916015625E-1,6.914571075E0,6.785689087E0,9.689870004E0
6.076436250E-1,1.453477478E-1,6.914421387E0,6.813231812E0,9.708268476E0
6.176516250E-1,9.325607300E-2,6.864275665E0,6.890321503E0,9.726433443E0
6.276596250E-1,9.385482788E-2,6.828200684E0,6.974446564E0,9.760944533E0
6.376666250E-1,5.673202515E-2,6.757996674E0,7.017706604E0,9.742789310E0
6.476746250E-1,4.281097412E-2,6.751859436E0,7.058272247E0,9.767734934E0
6.576826250E-1,9.116043091E-2,6.806046753E0,7.079827423E0,9.821127174E0
6.676896250E-1,1.237925720E-1,6.838229828E0,7.073241119E0,9.839077788E0
6.776976250E-1,1.505868530E-1,6.857689362E0,7.039561157E0,9.828835184E0
6.877056250E-1,1.622625732E-1,6.921606445E0,7.032974854E0,9.869027319E0
6.977126250E-1,1.716929626E-1,6.927893372E0,6.995402985E0,9.846869957E0
7.077206250E-1,1.736389160E-1,6.902446289E0,7.017407227E0,9.844689910E0
7.177286250E-1,1.499880981E-1,6.857240295E0,7.056625671E0,9.840742186E0
7.277356250E-1,1.137634277E-1,6.821464691E0,7.074738007E0,9.828389518E0
7.377436250E-1,1.505868530E-1,6.824009399E0,7.027885437E0,9.796987006E0
7.477516250E-1,1.667532349E-1,6.796466675E0,6.924899597E0,9.704328948E0
7.577586250E-1,1.621128845E-1,6.778204651E0,6.846163330E0,9.635366688E0
7.677666250E-1,1.657054138E-1,6.767876129E0,6.803502045E0,9.597877143E0
7.777746250E-1,1.683998108E-1,6.772067413E0,6.787185974E0,9.589324741E0
7.877816250E-1,1.666035461E-1,6.805597687E0,6.835984497E0,9.647517850E0
7.977896250E-1,1.597178650E-1,6.822362823E0,6.885082397E0,9.694044765E0
8.077976250E-1,1.348695374E-1,6.818470917E0,6.871909790E0,9.681574231E0
8.178046250E-1,1.396595764E-1,6.823710022E0,6.839876404E0,9.662630723E0
8.278126250E-1,1.561253357E-1,6.862180023E0,6.832092590E0,9.684594930E0
8.378206250E-1,1.422042847E-1,6.851252747E0,6.887477417E0,9.715823765E0
8.478276250E-1,1.396595764E-1,6.821165314E0,6.979086914E0,9.759890122E0
8.578356250E-1,1.913021851E-1,6.793023834E0,6.990762634E0,9.749488784E0
8.678436250E-1,2.082170105E-1,6.813531189E0,6.979685669E0,9.756206928E0
8.778512500E-1,1.956431580E-1,6.855144653E0,6.997498627E0,9.797768700E0
8.878582500E-1,1.755848694E-1,6.879244537E0,6.987619171E0,9.807224742E0
8.978662500E-1,1.556762695E-1,6.903494110E0,6.954088898E0,9.800092776E0
9.078742500E-1,1.227447510E-1,6.932084656E0,6.948550415E0,9.815865566E0
9.178812500E-1,1.056802368E-1,6.972350922E0,6.951244812E0,9.846047437E0
9.278892500E-1,9.026229858E-2,6.964716797E0,6.919660492E0,9.818203943E0
9.378972500E-1,1.222956848E-1,6.928342438E0,6.819518738E0,9.722279619E0
9.479042500E-1,2.267784119E-1,6.874005432E0,6.735393677E0,9.626469088E0
9.579122500E-1,2.603086853E-1,6.854396210E0,6.768025818E0,9.636217177E0
9.679202500E-1,1.913021851E-1,6.821015625E0,6.802005157E0,9.634839119E0
9.779272500E-1,1.678010559E-1,6.765181732E0,6.816225586E0,9.605038902E0
9.879352500E-1,1.495390320E-1,6.723119202E0,6.825057220E0,9.581445600E0
9.979432500E-1,1.387614441E-1,6.731202393E0,6.813082123E0,9.578435593E0
1.007950250E0,2.300715637E-1,6.788533173E0,6.842870178E0,9.641679721E0
1.017958250E0,2.932402039E-1,6.824757843E0,6.925797729E0,9.727794386E0
1.027966250E0,3.715274048E-1,6.874454498E0,6.964716797E0,9.793030038E0
1.037973250E0,4.354444885E-1,6.936425629E0,7.000642090E0,9.864715002E0
1.047981250E0,4.584965515E-1,6.998247070E0,7.062313843E0,9.952987389E0
1.057989250E0,4.508624268E-1,7.013066254E0,7.074738007E0,9.971875103E0
1.067996250E0,3.900888062E-1,6.981182556E0,7.035968628E0,9.919371638E0
1.078004250E0,2.538720703E-1,6.920408936E0,7.036567383E0,9.872679038E0
1.088012250E0,1.444496155E-1,6.844666443E0,7.044949951E0,9.823525040E0
1.098019250E0,7.349716187E-2,6.783892822E0,7.090305634E0,9.813207306E0
1.108027250E0,7.379653931E-2,6.721622314E0,7.088958435E0,9.769287802E0
1.118035250E0,9.610015869E-2,6.718628540E0,7.095245361E0,9.771986054E0
1.128042250E0,9.325607300E-2,6.705605621E0,7.086264038E0,9.756484073E0
1.138050250E0,5.763015747E-2,6.675518188E0,7.062014465E0,9.717917093E0
1.148058250E0,-4.041595459E-3,6.640191650E0,7.013365631E0,9.658129165E0
1.158065250E0,-2.993774414E-4,6.708000641E0,6.981332245E0,9.681749460E0
1.168073250E0,1.204994202E-1,6.815177765E0,6.973698120E0,9.751596461E0
1.178081250E0,1.820214844E-1,6.865922241E0,6.958429871E0,9.777206467E0
1.188089250E0,1.829196167E-1,6.905889130E0,6.957980804E0,9.805012041E0
1.198096250E0,1.860630798E-1,6.930737457E0,6.964267731E0,9.827042597E0
1.208104250E0,2.351609802E-1,6.923103333E0,6.973698120E0,9.829401096E0
1.218112250E0,2.353106689E-1,6.875951385E0,6.931785278E0,9.766459221E0
1.228119250E0,2.435435486E-1,6.871610413E0,6.880591736E0,9.727326753E0
1.238127250E0,2.306703186E-1,6.901997223E0,6.834637299E0,9.716122759E0
1.248135250E0,2.565664673E-1,6.933581543E0,6.829996948E0,9.735976462E0
1.258142250E0,2.426454163E-1,6.915918274E0,6.851851501E0,9.738412158E0
1.268150250E0,1.395098877E-1,6.820416870E0,6.831793213E0,9.654581700E0
1.278158250E0,5.703140259E-2,6.741231537E0,6.854994965E0,9.614489647E0
1.288165250E0,6.167175293E-2,6.732998657E0,6.924600220E0,9.658527969E0
1.298173250E0,1.350192261E-1,6.815327454E0,6.999294891E0,9.770212253E0
1.308181250E0,1.799258423E-1,6.859335938E0,7.045399017E0,9.834658618E0
1.318188250E0,1.836680603E-1,6.858138428E0,7.014563141E0,9.811824127E0
1.328196250E0,1.820214844E-1,6.867568817E0,6.973548431E0,9.789127183E0
1.338204250E0,1.800755310E-1,6.868167572E0,6.961273956E0,9.780771344E0
1.348211250E0,1.695973206E-1,6.865922241E0,6.988517303E0,9.798419545E0
1.358219250E0,1.419049072E-1,6.849306793E0,6.962621155E0,9.767867418E0
1.368227250E0,1.288819885E-1,6.819818115E0,6.920408936E0,9.716922842E0
1.378234250E0,1.416055298E-1,6.825655975E0,6.904392242E0,9.709802462E0
1.388242250E0,2.020797729E-1,6.818021851E0,6.878795471E0,9.687315692E0
1.398250250E0,2.097138977E-1,6.817273407E0,6.860383759E0,9.673885566E0
1.408258250E0,1.935475159E-1,6.832990723E0,6.871161346E0,9.692269141E0
1.418265250E0,1.655557251E-1,6.864425354E0,6.863676910E0,9.708645882E0
1.428273250E0,1.609153748E-1,6.901248779E0,6.874454498E0,9.742240662E0
1.438281250E0,1.628613281E-1,6.916966095E0,6.880442047E0,9.757634269E0
1.448288250E0,1.413061523E-1,6.906787262E0,6.922504578E0,9.779813257E0
1.458296250E0,1.019380188E-1,6.892866211E0,6.930288391E0,9.775013716E0
1.468304250E0,1.119671631E-1,6.888225861E0,6.925648041E0,9.768561457E0
1.478311250E0,1.257385254E-1,6.889423370E0,6.920259247E0,9.765754072E0
1.488319250E0,1.573228455E-1,6.914122009E0,6.939868469E0,9.797530710E0
1.498327250E0,1.529818726E-1,6.932084656E0,6.945856018E0,9.814383167E0
1.508334250E0,1.282832336E-1,6.898404694E0,6.981332245E0,9.815469618E0
1.518342250E0,1.236428833E-1,6.872209167E0,7.009174347E0,9.816876867E0
1.528350250E0,1.655557251E-1,6.894063721E0,7.006330261E0,9.830777539E0
1.538357250E0,2.008822632E-1,6.912325745E0,6.972201233E0,9.819989354E0
1.548365250E0,1.980381775E-1,6.902296600E0,6.906188507E0,9.766081977E0
1.558373250E0,1.829196167E-1,6.840325470E0,6.863227844E0,9.691615374E0
1.568380250E0,1.844165039E-1,6.828949127E0,6.803801422E0,9.641590606E0
1.578388250E0,2.037263489E-1,6.841373291E0,6.776707764E0,9.631700839E0
1.588396250E0,2.022294617E-1,6.853198700E0,6.762786713E0,9.630291444E0
1.598403250E0,2.037263489E-1,6.884483643E0,6.793622589E0,9.674240401E0
1.608411250E0,2.186952209E-1,6.922654266E0,6.861730957E0,9.749580577E0
1.618419250E0,2.043251038E-1,6.946155396E0,6.901697845E0,9.794092948E0
1.628427250E0,1.416055298E-1,6.936126251E0,6.935377808E0,9.809656713E0
1.638434250E0,1.124162292E-1,6.915918274E0,6.930138702E0,9.791291305E0
1.648442250E0,1.031355286E-1,6.895710297E0,6.930438080E0,9.777138099E0
1.658450250E0,1.504371643E-1,6.913373566E0,6.990463257E0,9.832799293E0
1.668457250E0,1.920506287E-1,6.921157379E0,7.006629639E0,9.850490435E0
1.678465250E0,1.615141296E-1,6.893614655E0,6.970255280E0,9.804716645E0
1.688473250E0,1.624122620E-1,6.872358856E0,6.885681152E0,9.729763559E0
1.698480250E0,1.666035461E-1,6.874155121E0,6.857689362E0,9.711316530E0
1.708488250E0,2.171983337E-1,6.917115784E0,6.865622864E0,9.748355922E0
1.718496250E0,2.357597351E-1,6.914571075E0,6.872658234E0,9.751938628E0
1.728503250E0,1.592687988E-1,6.876101074E0,6.860234070E0,9.714367917E0
1.738511250E0,1.119671631E-1,6.841672668E0,6.843319244E0,9.677398402E0
1.748519250E0,1.182540894E-1,6.892117767E0,6.843468933E0,9.713307284E0
1.758526250E0,1.670526123E-1,6.955136719E0,6.819518738E0,9.742056722E0
1.768534250E0,2.049238586E-1,6.960824890E0,6.830595703E0,9.754594538E0
1.778542250E0,2.061213684E-1,6.926246796E0,6.846013641E0,9.740805073E0
1.788549250E0,1.764830017E-1,6.910828857E0,6.841522980E0,9.726106026E0
1.798557250E0,1.579216003E-1,6.898704071E0,6.889573059E0,9.751065277E0
1.808565250E0,1.448986816E-1,6.878346405E0,6.903793488E0,9.746538330E0
1.818573250E0,1.695973206E-1,6.881639557E0,6.911726990E0,9.754880636E0
1.828580250E0,1.887574768E-1,6.929539948E0,6.919810181E0,9.794790769E0
1.838588250E0,1.624122620E-1,6.909481659E0,6.847211151E0,9.728906161E0
1.848596250E0,1.426533508E-1,6.919211426E0,6.816974030E0,9.714266398E0
1.858603250E0,1.651066589E-1,6.936126251E0,6.818171539E0,9.727516164E0
1.868611250E0,1.612147522E-1,6.927144928E0,6.827003174E0,9.727245210E0
1.878618750E0,1.688488770E-1,6.950945435E0,6.861581268E0,9.768595082E0
1.888625750E0,1.971400452E-1,6.963818665E0,6.840774536E0,9.763699649E0
1.898633750E0,2.201921082E-1,6.953639832E0,6.819818115E0,9.742253877E0
1.908641750E0,2.186952209E-1,6.936126251E0,6.817123718E0,9.727838956E0
1.918648750E0,2.119592285E-1,6.980733490E0,6.817872162E0,9.760069036E0
1.928656750E0,1.770817566E-1,7.012467499E0,6.788682861E0,9.761776138E0
1.938664750E0,1.619631958E-1,7.016958160E0,6.852450256E0,9.809179803E0
1.948671750E0,2.255809021E-1,6.985972595E0,6.865173798E0,9.797209353E0
1.958679750E0,2.616558838E-1,6.980284424E0,6.833739166E0,9.772043053E0
1.968687750E0,2.679428101E-1,6.944508820E0,6.771768036E0,9.703341611E0
1.978695750E0,2.703378296E-1,6.909781036E0,6.744824066E0,9.659751974E0
1.988702750E0,2.677931213E-1,6.917864227E0,6.775809631E0,9.687112820E0
1.998710750E0,2.577639771E-1,6.951843567E0,6.846462708E0,9.760564679E0
2.008718750E0,2.180964661E-1,6.970704346E0,6.886728973E0,9.801291808E0
2.018725750E0,2.495310974E-1,6.953490143E0,6.856042786E0,9.768245166E0
2.028733750E0,2.326162720E-1,6.984475708E0,6.872658234E0,9.801553063E0
2.038741750E0,2.996768188E-1,7.094047852E0,6.864425354E0,9.876014204E0
2.048748750E0,5.113366699E-1,7.221133575E0,6.948251038E0,1.003416303E1
2.058756750E0,5.628295898E-1,7.241790619E0,7.062613220E0,1.013118029E1
2.068764750E0,3.752696228E-1,7.155719604E0,6.835385742E0,9.902911117E0
2.078771750E0,2.778222656E-1,7.047644348E0,6.614445190E0,9.669403355E0
2.088779750E0,2.260299683E-1,7.019053802E0,6.578819275E0,9.622840998E0
2.098787750E0,1.737886047E-1,7.014114075E0,6.654711456E0,9.670221471E0
2.108794750E0,1.869612122E-1,6.990463257E0,6.731352081E0,9.706319173E0
2.118802750E0,2.043251038E-1,6.970554657E0,6.747967529E0,9.703888228E0
2.128810750E0,1.571731567E-1,6.886279907E0,6.762337646E0,9.652707641E0
2.138818750E0,2.272274780E-1,6.907535706E0,6.687792664E0,9.617289252E0
2.148825750E0,2.005828857E-1,6.940018158E0,6.628964996E0,9.599336563E0
2.158833750E0,2.225871277E-1,6.965764618E0,6.592590637E0,9.593418215E0
2.168841750E0,2.525248718E-1,6.963519287E0,6.559808807E0,9.570029324E0
2.178848750E0,2.712359619E-1,6.966812439E0,6.588698730E0,9.592757449E0
2.188856750E0,2.607577515E-1,6.987469482E0,6.623426514E0,9.631329252E0
2.198864750E0,2.574645996E-1,6.994205475E0,6.648574219E0,9.653431379E0
2.208871750E0,2.926414490E-1,7.006180573E0,6.615193634E0,9.640175934E0
2.218879750E0,3.055146790E-1,7.022496643E0,6.571484528E0,9.622536423E0
2.228887750E0,3.318598938E-1,7.051536255E0,6.583459625E0,9.652783805E0
2.238894750E0,3.216810608E-1,7.059170380E0,6.641239471E0,9.697495907E0
2.248902750E0,3.339555359E-1,7.061266022E0,6.662495270E0,9.714002643E0
2.258910750E0,3.263214111E-1,7.055278473E0,6.612648926E0,9.675255336E0
2.268917750E0,3.508703613E-1,7.010222168E0,6.615493011E0,9.645261668E0
2.278925750E0,3.577560425E-1,6.967860260E0,6.636000366E0,9.628892296E0
2.288933750E0,4.248165894E-1,7.006030884E0,6.864724731E0,9.817809507E0
2.298941750E0,3.854484558E-1,7.081773376E0,7.114555206E0,1.004574440E1
2.308948750E0,2.854563904E-1,7.096442871E0,7.060966644E0,1.001490073E1
2.318956750E0,3.372486877E-1,7.135062561E0,7.018455048E0,1.001406839E1
2.328964750E0,2.615061951E-1,7.146588593E0,6.974296875E0,9.989140649E0
2.338971750E0,2.745291138E-1,7.207661591E0,6.953789520E0,1.001902892E1
2.348979750E0,3.429368591E-1,7.248526611E0,6.924899597E0,1.003060208E1
2.358987750E0,3.742218018E-1,7.205266571E0,6.889872437E0,9.976284404E0
2.368994750E0,3.477268982E-1,7.168293457E0,6.813082123E0,9.895626968E0
2.379002750E0,3.189866638E-1,7.090155945E0,6.686595154E0,9.751031667E0
2.389010750E0,2.513273621E-1,7.025191040E0,6.598428497E0,9.641355363E0
2.399017750E0,2.501298523E-1,6.998546448E0,6.599326630E0,9.622542766E0
2.409025750E0,2.713856506E-1,7.007527771E0,6.685397644E0,9.688840864E0
2.419033750E0,2.665956116E-1,7.013365631E0,6.762487335E0,9.746261112E0
2.429041750E0,2.016307068E-1,6.949448547E0,6.785689087E0,9.714991839E0
2.439048750E0,1.586700439E-1,6.910978546E0,6.844217377E0,9.727800992E0
2.449056750E0,1.393601990E-1,6.901548157E0,6.947352905E0,9.793696984E0
2.459064750E0,1.510359192E-1,6.895410919E0,6.946305084E0,9.788802680E0
2.469071750E0,1.652563477E-1,6.856940918E0,6.868916016E0,9.707057002E0
2.479079750E0,1.724414062E-1,6.852300568E0,6.770720215E0,9.634646404E0
2.489087750E0,1.221459961E-1,6.848857727E0,6.716832275E0,9.593623279E0
2.499094750E0,9.475296021E-2,6.840624847E0,6.696324921E0,9.573081733E0
2.509102750E0,1.326242065E-1,6.850504303E0,6.748566284E0,9.617179695E0
2.519110750E0,1.435514832E-1,6.860234070E0,6.759792938E0,9.632145093E0
2.529117750E0,1.444496155E-1,6.884333954E0,6.743327179E0,9.637809975E0
2.539125750E0,1.127156067E-1,6.942712555E0,6.739135895E0,9.676255218E0
2.549133750E0,1.011895752E-1,6.957531738E0,6.813231812E0,9.738460604E0
2.559141750E0,1.401086426E-1,6.991660767E0,6.896608429E0,9.821718716E0
2.569148750E0,1.275347900E-1,7.066355438E0,6.963519287E0,9.921705759E0
2.579156750E0,1.157093811E-1,7.124434662E0,6.927444305E0,9.937828863E0
2.589164750E0,1.151106262E-1,7.126679993E0,6.815926208E0,9.862031649E0
2.599171750E0,9.909393311E-2,7.089257813E0,6.683601379E0,9.743609359E0
2.609179750E0,1.899549866E-1,7.141050110E0,6.669081573E0,9.772785100E0
2.619187750E0,3.094065857E-1,7.223378906E0,6.759194183E0,9.897456303E0
2.629194750E0,3.866459656E-1,7.233707428E0,6.875951385E0,9.987728756E0
2.639202750E0,4.993615723E-1,7.281907196E0,6.968309326E0,1.009122734E1
2.649210750E0,5.542973328E-1,7.294780426E0,7.005731506E0,1.012923200E1
2.659217750E0,5.147795105E-1,7.262896729E0,6.972350922E0,1.008108844E1
2.669225750E0,4.083508301E-1,7.218289490E0,6.916217651E0,1.000522464E1
2.679233750E0,3.303630066E-1,7.154222717E0,6.888974304E0,9.937303929E0
2.689240750E0,2.871029663E-1,7.123686218E0,6.883136444E0,9.909939493E0
2.699248750E0,3.174897766E-1,7.174879761E0,6.914421387E0,9.969399302E0
2.709256750E0,4.056564331E-1,7.228168945E0,7.004234619E0,1.007324605E1
2.719264750E0,4.592449951E-1,7.244485016E0,7.042854309E0,1.011411222E1
2.729271750E0,4.778063965E-1,7.336842957E0,6.967111816E0,1.012907748E1
2.739279750E0,4.858895874E-1,7.337741089E0,6.855144653E0,1.005343430E1
2.749287750E0,5.096900940E-1,7.271428986E0,6.773115234E0,9.950304189E0
2.759294750E0,5.430706787E-1,7.200326843E0,6.756948853E0,9.889185518E0
2.769302750E0,5.120851135E-1,7.155120850E0,6.827302551E0,9.903032145E0
2.779310750E0,4.408332825E-1,7.151528320E0,6.918013916E0,9.959799588E0
2.789317750E0,3.622467041E-1,7.170538788E0,6.979685669E0,1.001318437E1
2.799325750E0,3.526666260E-1,7.245083771E0,7.015760651E0,1.009140774E1
2.809333750E0,3.073109436E-1,7.304360504E0,7.009174347E0,1.012801300E1
2.819341750E0,2.415975952E-1,7.269333344E0,7.059170380E0,1.013575173E1
2.829348750E0,2.616558838E-1,7.269333344E0,7.163204041E0,1.020897464E1
2.839356750E0,2.381547546E-1,7.271878052E0,7.226372681E0,1.025462775E1
2.849364750E0,1.999841309E-1,7.247628479E0,7.242239685E0,1.024783625E1
2.859371750E0,1.568737793E-1,7.187004547E0,7.199728088E0,1.017416966E1
2.869379750E0,1.986369324E-1,7.199129333E0,7.208709412E0,1.018981900E1
2.879388250E0,3.508703613E-1,7.304659882E0,7.193291473E0,1.025790467E1
2.889395250E0,5.551954651E-1,7.394772491E0,7.200626221E0,1.033633979E1
2.899403250E0,6.804849243E-1,7.438331909E0,7.164251862E0,1.034979932E1
2.909411250E0,6.722520447E-1,7.413932648E0,6.953041077E0,1.018641744E1
2.919418250E0,6.438111877E-1,7.357050934E0,6.679859161E0,9.957972168E0
2.929426250E0,5.584886169E-1,7.337142334E0,6.532266083E0,9.839515605E0
2.939434250E0,4.945715332E-1,7.388335876E0,6.561305695E0,9.893575716E0
2.949442250E0,3.805087280E-1,7.537126465E0,6.691385193E0,1.008601497E1
2.959449250E0,2.866539001E-1,7.673492889E0,6.944359131E0,1.035320179E1
2.969457250E0,2.586621094E-1,7.814499664E0,7.316784668E0,1.070834483E1
2.979465250E0,3.498225403E-1,7.965834961E0,7.764803009E0,1.112964816E1
2.989472250E0,5.016069031E-1,8.166567535E0,8.162376251E0,1.155719779E1
2.999480250E0,5.533992004E-1,8.299640808E0,8.257578278E0,1.172083134E1
3.009488250E0,4.117936707E-1,8.355774078E0,8.200846252E0,1.171505074E1
3.019495250E0,2.564167786E-1,8.435707855E0,8.165070648E0,1.174288275E1
3.029503250E0,2.330653381E-1,8.624315643E0,8.274942169E0,1.195440537E1
3.039511250E0,3.588038635E-1,8.972940674E0,8.455017700E0,1.233408808E1
3.049518250E0,5.683680725E-1,9.223519592E0,8.563991089E0,1.259913883E1
3.059526250E0,7.807763672E-1,9.266779633E0,8.331075439E0,1.248557706E1
3.069534250E0,8.199948120E-1,9.185798035E0,7.945177917E0,1.217280285E1
3.079542250E0,7.926017761E-1,9.143136749E0,7.557334442E0,1.188858575E1
3.089549250E0,7.970924377E-1,9.193581848E0,7.354356537E0,1.180016371E1
3.099557250E0,8.786727905E-1,9.327253876E0,7.421417084E0,1.195186857E1
3.109565250E0,1.065634003E0,9.443562012E0,7.579039307E0,1.215558621E1
3.119572250E0,1.211879883E0,9.463470612E0,7.802973633E0,1.232527186E1
3.129580250E0,1.174457703E0,9.383536835E0,8.022716675E0,1.240137481E1
3.139588250E0,1.111289062E0,9.250014496E0,8.127498779E0,1.236341247E1
3.149595250E0,8.824150085E-1,9.082213440E0,8.024512939E0,1.215146350E1
3.159603250E0,5.650749207E-1,8.962013397E0,7.821535034E0,1.190854332E1
3.169611250E0,4.303550720E-1,8.992400208E0,7.773484955E0,1.189434888E1
3.179618250E0,3.420387268E-1,8.999585266E0,7.831264801E0,1.193474901E1
3.189626250E0,3.929328918E-1,8.999136200E0,7.764054565E0,1.189198856E1
3.199634250E0,4.815486145E-1,9.046737213E0,7.577243042E0,1.181058658E1
3.209642250E0,5.541476440E-1,9.120833130E0,7.366631012E0,1.173728798E1
3.219649250E0,6.170169067E-1,9.144483948E0,7.133266296E0,1.161403395E1
3.229657250E0,5.821394348E-1,9.101074219E0,6.834188232E0,1.139625232E1
3.239665250E0,4.438270569E-1,9.016500092E0,6.569239197E0,1.116463882E1
3.249672250E0,2.915936279E-1,9.015601959E0,6.472839661E0,1.110242130E1
3.259680250E0,2.369572449E-1,9.139993286E0,6.493945770E0,1.121458683E1
3.269688250E0,2.124082947E-1,9.253756714E0,6.460714874E0,1.128795674E1
3.279695250E0,2.293231201E-1,9.291478271E0,6.282734985E0,1.121859690E1
3.289703250E0,2.718347168E-1,9.336983643E0,6.017187195E0,1.111124203E1
3.299711250E0,3.224295044E-1,9.418114929E0,5.648354187E0,1.098675360E1
3.309719250E0,4.004173279E-1,9.506730652E0,5.338348846E0,1.091037259E1
3.319726250E0,5.071453857E-1,9.655521240E0,5.217100983E0,1.098655676E1
3.329734250E0,5.050497437E-1,9.665400696E0,5.247038727E0,1.100938060E1
3.339742250E0,3.076103210E-1,9.496701508E0,5.275329895E0,1.086789166E1
